instance_file,n_items,capacity,dp_value,dp_weight,dp_feasible,dp_time_ms,dp_selected_items,gnn_value,gnn_weight,gnn_feasible_actual,gnn_time_ms,gnn_gap,gnn_ratio,gnn_selected_items,gnn_feasible_reported,gnn_items_out_of_range,gnn_oor_item_count,gnn_infeasibility_reason,greedy_value,greedy_weight,greedy_feasible_actual,greedy_time_ms,greedy_gap,greedy_ratio,greedy_selected_items,ga_value,ga_weight,ga_feasible_actual,ga_time_ms,ga_gap,ga_ratio,ga_selected_items,dqn_value,dqn_weight,dqn_feasible_actual,dqn_time_ms,dqn_gap,dqn_ratio,dqn_selected_items
instance_0032.npz,11,2244.0,2527.0,2200.0,1,8.3988,"[0, 3, 10]",2409.0,2028.0,1,2.385,0.046696,0.953304,"[0, 2, 3, 4]",1,0,0,ok,2409.0,2028.0,1,0.0291,0.046696,0.953304,"[0, 2, 3, 4]",2527.0,2200.0,1,81.6396,0.0,1.0,"[0, 3, 10]",,,,,,,
instance_0033.npz,89,14584.0,18001.0,14584.0,1,581.4805,"[3, 6, 7, 8, 12, 18, 22, 28, 38, 42, 43, 44, 46, 51, 53, 57, 58, 59, 62, 63, 64, 69, 70, 71, 75, 76, 77, 83, 87]",17879.0,14576.0,1,4.5646,0.006777,0.993223,"[0, 1, 3, 5, 6, 7, 8, 12, 17, 18, 22, 27, 28, 32, 34, 38, 42, 43, 46, 51, 56, 57, 58, 59, 61, 62, 63, 64, 65, 69, 70, 71, 72, 75, 76, 77, 87]",1,0,0,ok,17994.0,14578.0,1,0.0484,0.000389,0.999611,"[3, 6, 7, 8, 12, 18, 21, 22, 28, 32, 34, 38, 42, 43, 44, 46, 51, 57, 58, 59, 61, 62, 63, 64, 69, 70, 71, 75, 76, 77, 83, 87]",17983.0,14579.0,1,194.0379,0.001,0.999,"[3, 6, 7, 8, 12, 18, 21, 22, 28, 34, 38, 42, 44, 46, 51, 53, 57, 58, 59, 60, 61, 62, 63, 64, 69, 75, 76, 77, 83, 87]",,,,,,,
instance_0034.npz,73,12317.0,14350.0,12317.0,1,457.2935,"[0, 2, 5, 8, 9, 10, 12, 13, 16, 19, 24, 25, 31, 36, 40, 43, 44, 48, 49, 51, 52, 54, 59, 60, 63, 66, 67, 68, 69]",14349.0,12311.0,1,3.9751,7e-05,0.99993,"[0, 5, 6, 8, 9, 10, 12, 13, 16, 19, 24, 25, 31, 33, 35, 36, 40, 43, 44, 48, 49, 51, 52, 54, 59, 60, 63, 65, 66, 67, 68, 69]",1,0,0,ok,14349.0,12311.0,1,0.0489,7e-05,0.99993,"[0, 5, 6, 8, 9, 10, 12, 13, 16, 19, 24, 25, 31, 33, 35, 36, 40, 43, 44, 48, 49, 51, 52, 54, 59, 60, 63, 65, 66, 67, 68, 69]",14296.0,12314.0,1,120.7769,0.003763,0.996237,"[0, 5, 6, 8, 9, 10, 11, 12, 13, 16, 19, 24, 25, 33, 36, 40, 43, 44, 48, 49, 51, 53, 54, 59, 60, 65, 67, 68, 69]",,,,,,,
instance_0035.npz,66,10208.0,12500.0,10207.0,1,263.4577,"[1, 3, 7, 8, 10, 11, 13, 14, 18, 22, 23, 24, 34, 37, 39, 45, 49, 50, 53, 56, 65]",12403.0,10192.0,1,3.5349,0.00776,0.99224,"[1, 3, 7, 10, 11, 13, 18, 21, 22, 23, 24, 25, 27, 28, 29, 34, 37, 39, 41, 42, 44, 45, 49, 50, 53, 56, 64, 65]",1,0,0,ok,12488.0,10208.0,1,0.1066,0.00096,0.99904,"[1, 3, 4, 7, 8, 10, 11, 13, 18, 21, 22, 23, 24, 34, 37, 39, 44, 45, 49, 50, 53, 56, 64, 65]",12500.0,10207.0,1,121.1667,0.0,1.0,"[1, 3, 7, 8, 10, 11, 13, 14, 18, 22, 23, 24, 34, 37, 39, 45, 49, 50, 53, 56, 65]",,,,,,,
instance_0036.npz,92,16919.0,20073.0,16917.0,1,549.9904,"[1, 3, 5, 6, 7, 8, 10, 11, 12, 14, 16, 17, 20, 26, 29, 31, 38, 41, 42, 44, 47, 51, 56, 57, 58, 59, 61, 72, 75, 77, 81, 82, 83, 87, 89, 90]",19977.0,16867.0,1,4.8784,0.004783,0.995217,"[1, 3, 5, 6, 7, 8, 10, 11, 12, 14, 16, 17, 20, 24, 26, 28, 29, 31, 38, 39, 41, 42, 44, 47, 51, 52, 56, 57, 59, 61, 69, 72, 75, 77, 79, 81, 82, 83, 87, 89, 90]",1,0,0,ok,20073.0,16917.0,1,0.1348,0.0,1.0,"[1, 3, 5, 6, 7, 8, 10, 11, 12, 14, 16, 17, 20, 26, 29, 31, 38, 41, 42, 44, 47, 51, 56, 57, 58, 59, 61, 72, 75, 77, 81, 82, 83, 87, 89, 90]",20063.0,16915.0,1,253.8776,0.000498,0.999502,"[1, 3, 5, 6, 7, 8, 10, 12, 16, 17, 20, 24, 26, 29, 31, 42, 44, 47, 51, 56, 57, 59, 61, 72, 75, 77, 81, 82, 83, 88, 89, 90]",,,,,,,
instance_0037.npz,41,7975.0,9801.0,7972.0,1,159.2679,"[3, 4, 7, 8, 16, 19, 21, 22, 25, 26, 28, 31, 33, 35, 38, 40]",9627.0,7965.0,1,3.6379,0.017753,0.982247,"[3, 4, 7, 8, 9, 10, 11, 16, 21, 22, 25, 26, 27, 28, 31, 33, 35, 38, 40]",1,0,0,ok,9726.0,7891.0,1,0.121,0.007652,0.992348,"[3, 4, 7, 8, 10, 16, 19, 21, 22, 25, 26, 28, 31, 34, 35, 38, 40]",9796.0,7972.0,1,66.9696,0.00051,0.99949,"[3, 7, 10, 11, 19, 21, 22, 25, 26, 28, 31, 34, 35, 38]",,,,,,,
instance_0038.npz,91,13260.0,15604.0,13260.0,1,464.5368,"[0, 1, 9, 10, 11, 13, 17, 18, 19, 24, 26, 27, 29, 31, 32, 36, 37, 39, 41, 42, 49, 50, 56, 60, 62, 64, 66, 69, 71, 73, 74, 78, 79, 81, 83, 84, 86, 87, 88, 90]",15558.0,13231.0,1,4.0041,0.002948,0.997052,"[1, 5, 9, 10, 11, 12, 13, 15, 17, 18, 19, 21, 24, 26, 27, 29, 31, 32, 35, 36, 37, 39, 41, 42, 44, 49, 50, 56, 60, 62, 64, 66, 69, 71, 72, 73, 74, 78, 79, 81, 83, 84, 86, 87, 88, 90]",1,0,0,ok,15596.0,13260.0,1,0.1459,0.000513,0.999487,"[1, 5, 9, 10, 11, 12, 13, 17, 18, 19, 21, 24, 26, 27, 29, 31, 32, 35, 36, 37, 39, 41, 42, 49, 50, 56, 62, 64, 66, 69, 70, 71, 72, 73, 74, 78, 79, 81, 83, 84, 86, 87, 88, 90]",15584.0,13256.0,1,203.1254,0.001282,0.998718,"[0, 1, 9, 10, 11, 12, 13, 16, 17, 18, 19, 26, 27, 29, 31, 32, 35, 36, 37, 39, 41, 42, 50, 62, 64, 69, 73, 74, 78, 79, 81, 83, 84, 86, 88, 90]",,,,,,,
instance_0039.npz,87,17795.0,20920.0,17788.0,1,582.2004,"[0, 1, 2, 3, 4, 5, 7, 11, 12, 16, 21, 24, 25, 29, 38, 39, 41, 44, 45, 47, 48, 54, 55, 56, 62, 63, 65, 72, 75, 76, 77, 79, 80, 81, 82, 85]",20858.0,17759.0,1,4.0008,0.002964,0.997036,"[0, 1, 2, 3, 4, 5, 7, 8, 11, 12, 16, 21, 24, 25, 26, 29, 38, 39, 41, 44, 45, 47, 48, 51, 54, 55, 56, 62, 63, 65, 71, 72, 76, 77, 79, 80, 81, 82, 85]",1,0,0,ok,20864.0,17732.0,1,0.0926,0.002677,0.997323,"[0, 1, 2, 3, 4, 5, 7, 11, 12, 16, 21, 24, 25, 29, 38, 39, 41, 44, 45, 47, 48, 54, 55, 56, 62, 63, 65, 71, 75, 76, 77, 79, 80, 81, 82, 85]",20917.0,17786.0,1,144.5646,0.000143,0.999857,"[0, 1, 2, 3, 5, 7, 11, 12, 16, 21, 24, 25, 26, 29, 38, 39, 41, 44, 47, 48, 54, 55, 56, 62, 63, 65, 72, 75, 76, 77, 79, 80, 81, 82, 85]",,,,,,,
instance_0040.npz,60,13769.0,16452.0,13767.0,1,318.7244,"[1, 7, 8, 10, 15, 24, 26, 31, 32, 33, 36, 39, 41, 43, 45, 47, 49, 50, 51, 53, 54, 57, 59]",16185.0,13742.0,1,3.9675,0.016229,0.983771,"[1, 4, 7, 8, 15, 16, 22, 24, 26, 27, 31, 32, 33, 36, 41, 43, 44, 45, 46, 47, 49, 50, 51, 53, 54, 55, 58, 59]",1,0,0,ok,16366.0,13698.0,1,0.0776,0.005227,0.994773,"[1, 4, 7, 8, 10, 15, 22, 24, 26, 31, 32, 33, 36, 39, 41, 43, 45, 46, 47, 49, 50, 51, 53, 54, 59]",16413.0,13767.0,1,67.3007,0.002371,0.997629,"[0, 1, 7, 10, 15, 22, 24, 26, 31, 32, 33, 36, 39, 41, 43, 45, 47, 49, 50, 54, 57, 59]",,,,,,,
instance_0041.npz,87,18563.0,21802.0,18562.0,1,632.7623,"[4, 8, 10, 11, 12, 13, 14, 16, 17, 20, 22, 29, 32, 35, 36, 37, 38, 39, 40, 44, 48, 51, 52, 54, 57, 58, 63, 68, 69, 70, 71, 72, 73, 75, 76, 81, 82, 86]",21718.0,18545.0,1,4.0633,0.003853,0.996147,"[4, 10, 11, 12, 13, 14, 16, 17, 19, 20, 22, 27, 32, 34, 35, 36, 37, 38, 39, 40, 44, 48, 51, 52, 54, 57, 58, 61, 63, 65, 66, 68, 69, 70, 71, 72, 73, 75, 76, 81, 82, 83, 86]",1,0,0,ok,21734.0,18499.0,1,0.0825,0.003119,0.996881,"[4, 8, 10, 11, 12, 13, 14, 16, 17, 19, 20, 22, 27, 32, 35, 36, 37, 38, 39, 40, 44, 48, 51, 52, 54, 57, 58, 63, 65, 66, 68, 69, 70, 71, 72, 73, 75, 76, 81, 82, 83, 86]",21756.0,18557.0,1,100.2755,0.00211,0.99789,"[4, 8, 10, 12, 13, 14, 17, 20, 22, 24, 29, 35, 36, 37, 39, 40, 44, 48, 51, 52, 54, 57, 58, 63, 65, 68, 69, 70, 71, 72, 73, 75, 76, 81, 86]",,,,,,,
instance_0042.npz,40,7751.0,9428.0,7747.0,1,113.8625,"[0, 5, 8, 9, 11, 12, 14, 15, 18, 19, 25, 26, 27, 32, 33, 37, 38]",9256.0,7716.0,1,3.1509,0.018244,0.981756,"[0, 5, 9, 11, 12, 14, 15, 18, 19, 22, 25, 26, 27, 31, 32, 33, 34, 35, 36, 37, 38]",1,0,0,ok,9420.0,7746.0,1,0.0692,0.000849,0.999151,"[0, 5, 8, 9, 11, 12, 14, 15, 18, 25, 26, 27, 31, 32, 33, 36, 37, 38]",9405.0,7735.0,1,88.1644,0.00244,0.99756,"[5, 8, 12, 14, 15, 18, 25, 26, 27, 31, 32, 33, 37, 38, 39]",,,,,,,
instance_0043.npz,73,14249.0,16822.0,14248.0,1,401.3802,"[0, 1, 3, 5, 9, 10, 12, 14, 15, 16, 26, 29, 30, 32, 33, 37, 40, 41, 44, 45, 48, 52, 54, 56, 61, 62, 63, 65, 66, 71]",16805.0,14247.0,1,4.0452,0.001011,0.998989,"[0, 1, 3, 5, 9, 10, 11, 12, 14, 15, 16, 22, 26, 29, 30, 32, 33, 36, 37, 40, 41, 44, 48, 52, 54, 56, 59, 61, 62, 63, 65, 66, 67, 71]",1,0,0,ok,16805.0,14247.0,1,0.0874,0.001011,0.998989,"[0, 1, 3, 5, 9, 10, 11, 12, 14, 15, 16, 22, 26, 29, 30, 32, 33, 36, 37, 40, 41, 44, 48, 52, 54, 56, 59, 61, 62, 63, 65, 66, 67, 71]",16816.0,14249.0,1,89.4732,0.000357,0.999643,"[1, 5, 9, 10, 12, 14, 15, 16, 22, 26, 29, 30, 32, 33, 37, 41, 44, 48, 52, 53, 54, 56, 61, 62, 63, 66, 67, 71]",,,,,,,
instance_0044.npz,74,17049.0,20460.0,17045.0,1,463.6629,"[0, 2, 6, 9, 10, 12, 13, 14, 15, 17, 25, 26, 32, 34, 36, 38, 40, 45, 48, 50, 51, 52, 53, 55, 57, 60, 61, 62, 65, 69, 72, 73]",20198.0,17039.0,1,4.3643,0.012805,0.987195,"[0, 5, 6, 9, 10, 12, 13, 14, 15, 16, 17, 19, 24, 25, 26, 30, 31, 34, 35, 36, 38, 40, 45, 48, 50, 51, 52, 53, 55, 57, 60, 61, 62, 65, 67, 69, 72, 73]",1,0,0,ok,20453.0,17043.0,1,0.0944,0.000342,0.999658,"[0, 2, 6, 9, 10, 12, 13, 14, 15, 17, 25, 26, 32, 34, 35, 36, 38, 40, 45, 48, 50, 51, 52, 55, 57, 60, 61, 62, 65, 67, 69, 72, 73]",20446.0,17047.0,1,102.8262,0.000684,0.999316,"[0, 2, 6, 9, 10, 12, 13, 15, 17, 25, 26, 32, 34, 36, 40, 44, 45, 48, 50, 51, 52, 55, 57, 60, 61, 65, 67, 69, 72, 73]",,,,,,,
instance_0045.npz,85,20367.0,24293.0,20366.0,1,626.1959,"[2, 3, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 19, 21, 25, 27, 30, 31, 33, 34, 38, 40, 41, 48, 50, 55, 56, 60, 65, 67, 68, 69, 71, 72, 74, 75, 76, 77, 80]",24214.0,20357.0,1,4.2328,0.003252,0.996748,"[0, 2, 3, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 19, 21, 23, 25, 27, 30, 31, 33, 34, 38, 40, 41, 42, 46, 47, 48, 55, 56, 60, 64, 65, 66, 67, 68, 69, 71, 72, 74, 75, 76, 77]",1,0,0,ok,24200.0,20286.0,1,0.0946,0.003828,0.996172,"[2, 3, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 19, 21, 23, 25, 27, 30, 31, 33, 38, 40, 41, 42, 48, 50, 55, 56, 60, 64, 65, 66, 67, 68, 69, 71, 72, 74, 75, 76, 77, 80, 83]",24246.0,20367.0,1,194.4508,0.001935,0.998065,"[2, 3, 6, 8, 9, 10, 12, 13, 14, 15, 19, 21, 23, 25, 27, 30, 31, 33, 34, 38, 40, 41, 42, 45, 48, 50, 55, 56, 60, 67, 68, 69, 71, 72, 74, 76, 77, 80]",,,,,,,
instance_0046.npz,79,17911.0,21882.0,17911.0,1,634.6514,"[0, 1, 4, 5, 7, 11, 12, 13, 14, 15, 17, 18, 23, 25, 27, 30, 31, 32, 33, 34, 37, 42, 43, 46, 50, 54, 57, 58, 60, 61, 63, 64, 68, 70, 73, 75]",21781.0,17883.0,1,4.3362,0.004616,0.995384,"[0, 1, 4, 5, 7, 11, 12, 13, 14, 15, 16, 17, 18, 19, 23, 25, 26, 27, 30, 31, 32, 33, 34, 37, 42, 43, 46, 48, 50, 51, 54, 57, 58, 60, 61, 63, 64, 68, 70, 74, 75, 76]",1,0,0,ok,21874.0,17911.0,1,0.0892,0.000366,0.999634,"[1, 4, 5, 7, 11, 12, 13, 14, 15, 16, 17, 18, 23, 25, 26, 27, 30, 31, 32, 33, 34, 37, 42, 43, 46, 47, 48, 50, 54, 57, 60, 61, 63, 64, 68, 70, 73, 74, 75]",21850.0,17911.0,1,105.2893,0.001462,0.998538,"[1, 4, 7, 11, 12, 13, 14, 15, 17, 18, 23, 25, 27, 30, 32, 33, 34, 42, 43, 46, 48, 50, 51, 54, 57, 58, 60, 61, 63, 68, 73, 74, 75, 76]",,,,,,,
instance_0047.npz,28,6659.0,7305.0,6654.0,1,94.0,"[4, 5, 7, 8, 9, 10, 13, 14, 17, 20, 21, 22, 24, 26]",7013.0,6387.0,1,3.4254,0.039973,0.960027,"[1, 4, 5, 6, 7, 8, 10, 13, 14, 17, 19, 20, 21, 22, 23, 24, 25, 26]",1,0,0,ok,7095.0,6440.0,1,0.0658,0.028747,0.971253,"[1, 4, 5, 7, 8, 9, 10, 13, 14, 17, 19, 20, 22, 23, 24, 25, 26]",7305.0,6654.0,1,81.2156,0.0,1.0,"[4, 5, 7, 8, 9, 10, 13, 14, 17, 20, 21, 22, 24, 26]",,,,,,,
instance_0048.npz,50,11682.0,13328.0,11679.0,1,290.1335,"[1, 2, 3, 7, 10, 11, 12, 15, 16, 17, 19, 22, 23, 24, 26, 30, 34, 36, 37, 38, 39, 42, 43, 46, 47]",13292.0,11646.0,1,3.2027,0.002701,0.997299,"[0, 1, 2, 4, 7, 10, 11, 12, 14, 15, 16, 17, 19, 21, 22, 23, 24, 26, 30, 34, 36, 37, 38, 39, 42, 43, 46, 47, 49]",1,0,0,ok,13292.0,11646.0,1,0.0816,0.002701,0.997299,"[0, 1, 2, 4, 7, 10, 11, 12, 14, 15, 16, 17, 19, 21, 22, 23, 24, 26, 30, 34, 36, 37, 38, 39, 42, 43, 46, 47, 49]",13304.0,11678.0,1,126.9613,0.001801,0.998199,"[0, 1, 2, 7, 10, 11, 15, 17, 19, 20, 22, 23, 24, 26, 30, 34, 36, 37, 38, 39, 42, 43, 46, 47, 49]",,,,,,,
instance_0049.npz,36,7521.0,8893.0,7519.0,1,113.0407,"[0, 1, 2, 3, 6, 7, 13, 18, 19, 20, 21, 23, 24, 27, 29, 30, 32, 33, 34]",8811.0,7458.0,1,3.4213,0.009221,0.990779,"[0, 1, 2, 3, 6, 8, 13, 16, 18, 19, 20, 21, 23, 24, 27, 29, 30, 32, 33, 34, 35]",1,0,0,ok,8802.0,7432.0,1,0.0719,0.010233,0.989767,"[0, 1, 2, 3, 6, 13, 17, 18, 20, 21, 23, 24, 27, 29, 30, 32, 33, 34]",8893.0,7519.0,1,149.596,0.0,1.0,"[0, 1, 2, 3, 6, 7, 13, 18, 19, 20, 21, 23, 24, 27, 29, 30, 32, 33, 34]",,,,,,,
instance_0050.npz,48,10303.0,11860.0,10301.0,1,237.5051,"[0, 5, 7, 9, 11, 12, 15, 16, 17, 21, 23, 24, 26, 27, 28, 29, 30, 33, 34, 37, 41, 42, 45, 47]",11781.0,10251.0,1,3.5097,0.006661,0.993339,"[0, 2, 3, 5, 6, 7, 9, 11, 12, 15, 16, 17, 20, 21, 23, 26, 27, 28, 29, 30, 31, 33, 34, 37, 38, 41, 42, 45, 47]",1,0,0,ok,11840.0,10297.0,1,0.0929,0.001686,0.998314,"[0, 2, 5, 6, 7, 9, 11, 12, 14, 15, 16, 17, 20, 21, 23, 24, 26, 27, 28, 29, 30, 34, 37, 38, 41, 42, 45, 47]",11842.0,10296.0,1,141.5554,0.001518,0.998482,"[0, 2, 5, 6, 7, 9, 11, 12, 15, 16, 17, 20, 21, 24, 25, 26, 27, 28, 29, 30, 34, 37, 38, 41, 42, 45]",,,,,,,
instance_0051.npz,73,17039.0,19337.0,17038.0,1,607.1286,"[1, 2, 3, 7, 11, 12, 14, 18, 19, 20, 23, 25, 27, 29, 30, 32, 33, 34, 35, 36, 37, 38, 40, 43, 45, 46, 47, 49, 52, 53, 55, 57, 59, 61, 67, 68, 69, 72]",19298.0,17025.0,1,4.0112,0.002017,0.997983,"[1, 2, 3, 4, 7, 8, 9, 11, 12, 14, 18, 19, 20, 23, 25, 27, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 40, 43, 44, 45, 46, 47, 48, 49, 52, 53, 55, 57, 59, 66, 67, 68, 69, 72]",1,0,0,ok,19298.0,17025.0,1,0.1236,0.002017,0.997983,"[1, 2, 3, 4, 7, 8, 9, 11, 12, 14, 18, 19, 20, 23, 25, 27, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 40, 43, 44, 45, 46, 47, 48, 49, 52, 53, 55, 57, 59, 66, 67, 68, 69, 72]",19311.0,17035.0,1,139.9735,0.001345,0.998655,"[1, 2, 3, 4, 7, 9, 11, 12, 14, 18, 19, 23, 25, 29, 30, 32, 33, 34, 35, 36, 37, 38, 40, 45, 46, 47, 48, 49, 52, 53, 55, 57, 59, 61, 66, 67, 68, 69, 72]",,,,,,,
instance_0052.npz,95,22176.0,25786.0,22174.0,1,939.3394,"[1, 3, 5, 9, 10, 13, 15, 16, 17, 21, 22, 24, 27, 29, 30, 33, 35, 36, 37, 38, 42, 43, 45, 46, 47, 48, 52, 54, 57, 58, 59, 60, 61, 63, 65, 66, 67, 70, 72, 73, 78, 79, 80, 81, 82, 84, 85, 88, 90, 91]",25720.0,22151.0,1,5.0345,0.00256,0.99744,"[1, 3, 5, 9, 10, 13, 15, 16, 20, 21, 22, 24, 26, 27, 29, 30, 33, 35, 36, 37, 38, 42, 43, 45, 46, 47, 48, 52, 54, 56, 57, 58, 59, 60, 61, 62, 63, 65, 66, 67, 70, 72, 73, 75, 78, 79, 80, 81, 82, 84, 85, 88, 90, 91]",1,0,0,ok,25782.0,22174.0,1,0.0984,0.000155,0.999845,"[1, 3, 5, 9, 10, 13, 16, 17, 20, 21, 22, 24, 26, 27, 29, 30, 33, 35, 36, 37, 38, 42, 43, 45, 46, 47, 48, 52, 54, 57, 58, 59, 60, 61, 63, 65, 66, 67, 70, 72, 73, 78, 79, 80, 81, 82, 84, 85, 88, 90, 91]",25764.0,22174.0,1,228.3499,0.000853,0.999147,"[1, 3, 5, 9, 10, 13, 15, 16, 17, 21, 22, 24, 27, 29, 30, 33, 35, 36, 37, 38, 42, 43, 47, 48, 52, 54, 57, 58, 59, 60, 61, 63, 65, 66, 67, 70, 73, 75, 78, 79, 80, 81, 82, 84, 85, 88, 91]",,,,,,,
instance_0053.npz,68,17339.0,20496.0,17339.0,1,596.7982,"[0, 1, 2, 3, 4, 9, 13, 15, 16, 17, 18, 20, 21, 22, 23, 26, 28, 29, 33, 34, 35, 37, 39, 40, 42, 44, 45, 47, 51, 52, 54, 56, 57, 60, 61, 64, 65, 67]",20391.0,17339.0,1,3.6971,0.005123,0.994877,"[0, 1, 2, 3, 4, 7, 9, 13, 15, 16, 17, 18, 20, 21, 22, 23, 26, 28, 29, 33, 34, 35, 37, 38, 39, 40, 42, 43, 44, 45, 47, 51, 52, 54, 56, 57, 60, 61, 64, 65]",1,0,0,ok,20477.0,17315.0,1,0.0832,0.000927,0.999073,"[0, 1, 2, 3, 4, 9, 13, 15, 16, 17, 18, 20, 21, 22, 23, 26, 28, 33, 34, 37, 39, 40, 42, 43, 44, 45, 47, 51, 52, 53, 54, 56, 57, 60, 61, 64, 65, 66, 67]",20463.0,17313.0,1,145.8389,0.00161,0.99839,"[0, 1, 2, 3, 4, 9, 13, 15, 16, 17, 18, 20, 21, 22, 26, 28, 33, 34, 35, 37, 39, 40, 42, 44, 45, 47, 51, 52, 54, 56, 60, 61, 65, 66, 67]",,,,,,,
instance_0054.npz,55,13819.0,16127.0,13819.0,1,318.5988,"[0, 1, 3, 4, 5, 6, 8, 10, 11, 18, 22, 24, 28, 30, 35, 38, 40, 41, 43, 44, 45, 47, 48, 49, 51, 52, 53]",15962.0,13792.0,1,3.1159,0.010231,0.989769,"[0, 1, 3, 4, 5, 6, 8, 9, 10, 11, 13, 14, 19, 22, 24, 26, 28, 30, 31, 32, 34, 35, 38, 40, 41, 43, 44, 45, 46, 48, 49, 51, 52, 53, 54]",1,0,0,ok,16118.0,13812.0,1,0.1266,0.000558,0.999442,"[0, 1, 3, 4, 5, 6, 8, 9, 10, 11, 14, 18, 22, 24, 26, 28, 30, 31, 32, 35, 38, 40, 41, 44, 45, 47, 49, 51, 52, 53]",16126.0,13815.0,1,90.9926,6.2e-05,0.999938,"[0, 1, 3, 4, 5, 6, 8, 9, 10, 11, 14, 18, 22, 24, 28, 30, 31, 35, 38, 40, 41, 43, 44, 47, 49, 51, 52, 53]",,,,,,,
instance_0055.npz,12,2769.0,3443.0,2768.0,1,14.9692,"[4, 5, 6, 8, 10, 11]",2935.0,2452.0,1,2.1006,0.147546,0.852454,"[0, 1, 4, 5, 6, 7, 10, 11]",1,0,0,ok,3443.0,2768.0,1,0.0573,0.0,1.0,"[4, 5, 6, 8, 10, 11]",3438.0,2760.0,1,33.6087,0.001452,0.998548,"[1, 4, 6, 8, 10]",,,,,,,
instance_0056.npz,49,14486.0,16752.0,14486.0,1,380.8987,"[1, 3, 4, 5, 7, 8, 9, 13, 14, 17, 18, 21, 23, 25, 29, 30, 32, 33, 34, 36, 37, 38, 40, 45, 48]",16666.0,14411.0,1,3.9098,0.005134,0.994866,"[0, 1, 3, 4, 5, 7, 8, 9, 13, 14, 15, 17, 18, 19, 21, 23, 25, 29, 30, 31, 32, 33, 34, 36, 37, 38, 41, 42, 45, 48]",1,0,0,ok,16666.0,14411.0,1,0.0748,0.005134,0.994866,"[0, 1, 3, 4, 5, 7, 8, 9, 13, 14, 15, 17, 18, 19, 21, 23, 25, 29, 30, 31, 32, 33, 34, 36, 37, 38, 41, 42, 45, 48]",16732.0,14475.0,1,69.4909,0.001194,0.998806,"[1, 3, 4, 5, 7, 8, 9, 13, 14, 15, 16, 17, 21, 23, 25, 29, 30, 31, 32, 33, 34, 37, 38, 39, 45, 48]",,,,,,,
instance_0057.npz,86,24808.0,28505.0,24808.0,1,1069.4756,"[0, 1, 2, 4, 8, 9, 11, 13, 14, 16, 18, 19, 20, 22, 23, 25, 28, 29, 30, 31, 32, 33, 36, 37, 38, 40, 43, 44, 50, 58, 59, 61, 62, 66, 67, 68, 69, 70, 72, 73, 74, 75, 77, 78, 81, 82, 83, 84]",28427.0,24788.0,1,4.128,0.002736,0.997264,"[0, 1, 2, 3, 4, 7, 8, 9, 11, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 28, 29, 30, 31, 32, 33, 36, 37, 38, 39, 40, 43, 44, 47, 50, 54, 56, 58, 59, 60, 62, 63, 66, 67, 68, 69, 70, 72, 73, 74, 75, 77, 78, 81, 82, 83, 84]",1,0,0,ok,28465.0,24771.0,1,0.0891,0.001403,0.998597,"[0, 1, 2, 4, 7, 8, 9, 11, 13, 14, 16, 18, 19, 20, 22, 23, 28, 29, 30, 31, 32, 33, 36, 37, 38, 39, 40, 43, 44, 50, 54, 58, 60, 61, 62, 63, 66, 67, 68, 69, 70, 72, 73, 74, 75, 77, 78, 81, 82, 83, 84]",28484.0,24795.0,1,167.0611,0.000737,0.999263,"[0, 1, 2, 4, 8, 9, 11, 14, 16, 18, 19, 20, 22, 23, 25, 28, 29, 30, 31, 32, 33, 36, 37, 38, 40, 43, 44, 47, 50, 58, 61, 62, 63, 66, 67, 68, 69, 70, 72, 73, 74, 75, 77, 78, 81, 82, 83, 84]",,,,,,,
instance_0058.npz,67,18818.0,21726.0,18815.0,1,685.6936,"[0, 3, 5, 7, 8, 11, 12, 13, 14, 15, 21, 22, 25, 26, 28, 29, 34, 35, 38, 41, 43, 44, 46, 47, 51, 52, 53, 54, 55, 59, 61, 62, 63, 64, 66]",21714.0,18803.0,1,3.6163,0.000552,0.999448,"[0, 3, 5, 7, 8, 9, 11, 12, 13, 14, 15, 18, 21, 22, 25, 26, 28, 29, 34, 35, 36, 38, 41, 43, 44, 46, 47, 51, 53, 54, 55, 59, 61, 62, 63, 64]",1,0,0,ok,21714.0,18803.0,1,0.0866,0.000552,0.999448,"[0, 3, 5, 7, 8, 9, 11, 12, 13, 14, 15, 18, 21, 22, 25, 26, 28, 29, 34, 35, 36, 38, 41, 43, 44, 46, 47, 51, 53, 54, 55, 59, 61, 62, 63, 64]",21715.0,18813.0,1,105.6439,0.000506,0.999494,"[0, 3, 7, 8, 11, 12, 13, 14, 15, 18, 21, 22, 25, 26, 28, 29, 34, 35, 38, 41, 43, 44, 46, 47, 51, 52, 53, 54, 55, 59, 62, 63, 64]",,,,,,,
