instance_file,n_items,capacity,dp_value,dp_weight,dp_feasible,dp_time_ms,dp_selected_items,gnn_value,gnn_weight,gnn_feasible_actual,gnn_time_ms,gnn_gap,gnn_ratio,gnn_selected_items,gnn_feasible_reported,gnn_items_out_of_range,gnn_oor_item_count,gnn_infeasibility_reason,greedy_value,greedy_weight,greedy_feasible_actual,greedy_time_ms,greedy_gap,greedy_ratio,greedy_selected_items,ga_value,ga_weight,ga_feasible_actual,ga_time_ms,ga_gap,ga_ratio,ga_selected_items,dqn_value,dqn_weight,dqn_feasible_actual,dqn_time_ms,dqn_gap,dqn_ratio,dqn_selected_items
instance_0059.npz,53,16801.0,20193.0,16795.0,1,393.9041,"[0, 1, 2, 5, 6, 7, 10, 12, 13, 15, 16, 21, 22, 23, 25, 26, 27, 30, 32, 33, 36, 37, 38, 39, 40, 43, 50, 51]",19897.0,16698.0,1,3.2859,0.014659,0.985341,"[0, 1, 2, 3, 4, 5, 6, 8, 10, 12, 13, 15, 16, 19, 21, 23, 26, 27, 28, 30, 31, 32, 33, 34, 36, 37, 38, 39, 40, 43, 46, 48, 50, 51]",1,0,0,ok,20188.0,16783.0,1,0.1353,0.000248,0.999752,"[0, 1, 2, 3, 5, 6, 7, 10, 12, 13, 15, 16, 21, 22, 23, 26, 27, 30, 32, 33, 36, 37, 38, 40, 43, 48, 51]",20190.0,16783.0,1,66.0018,0.000149,0.999851,"[0, 1, 2, 6, 7, 10, 12, 13, 15, 16, 21, 22, 23, 25, 26, 27, 30, 32, 33, 36, 37, 38, 40, 43, 48, 51]",,,,,,,
instance_0060.npz,97,33703.0,39212.0,33702.0,1,1862.2648,"[1, 2, 4, 5, 8, 9, 10, 12, 18, 19, 21, 23, 24, 25, 27, 31, 33, 36, 38, 39, 40, 41, 42, 46, 47, 49, 50, 51, 55, 56, 57, 58, 59, 60, 61, 62, 63, 65, 66, 67, 68, 69, 70, 71, 73, 74, 78, 79, 80, 81, 83, 84, 87, 88, 90, 91, 92, 94, 95]",39108.0,33686.0,1,4.1392,0.002652,0.997348,"[0, 1, 2, 4, 5, 8, 9, 11, 12, 18, 19, 21, 23, 24, 25, 27, 29, 31, 33, 36, 38, 39, 40, 41, 42, 46, 49, 50, 51, 53, 55, 56, 57, 58, 59, 60, 61, 62, 63, 65, 66, 67, 68, 69, 70, 71, 73, 74, 78, 79, 80, 81, 83, 84, 87, 88, 90, 91, 92, 94, 95]",1,0,0,ok,39160.0,33659.0,1,0.1086,0.001326,0.998674,"[0, 1, 2, 4, 5, 8, 9, 10, 11, 12, 19, 21, 23, 24, 25, 27, 29, 31, 32, 33, 36, 38, 39, 40, 41, 42, 46, 47, 49, 50, 51, 55, 56, 57, 58, 59, 61, 62, 63, 65, 66, 67, 68, 69, 70, 71, 73, 74, 76, 78, 79, 80, 81, 83, 84, 87, 88, 90, 91, 92, 94, 95]",39117.0,33682.0,1,138.0408,0.002423,0.997577,"[0, 1, 4, 8, 9, 10, 11, 12, 14, 18, 19, 21, 23, 24, 25, 27, 31, 33, 36, 38, 39, 40, 41, 42, 49, 50, 51, 55, 56, 57, 58, 59, 61, 62, 65, 66, 67, 68, 70, 71, 73, 74, 78, 80, 81, 83, 84, 87, 88, 90, 91, 92, 94, 95]",,,,,,,
instance_0061.npz,30,10092.0,11557.0,10086.0,1,142.0881,"[1, 2, 4, 5, 7, 8, 9, 14, 15, 16, 17, 18, 22, 23, 24, 25, 26, 27]",11479.0,10033.0,1,2.763,0.006749,0.993251,"[0, 1, 2, 4, 5, 7, 8, 9, 13, 14, 15, 16, 17, 19, 22, 23, 24, 25, 26, 27, 28]",1,0,0,ok,11486.0,10015.0,1,0.0681,0.006143,0.993857,"[0, 1, 2, 5, 6, 7, 8, 9, 13, 14, 15, 16, 17, 19, 22, 23, 24, 25, 26, 27]",11544.0,10089.0,1,82.5707,0.001125,0.998875,"[0, 1, 2, 7, 8, 9, 12, 14, 15, 17, 18, 19, 22, 24, 25, 26, 27]",,,,,,,
instance_0062.npz,24,7848.0,8926.0,7840.0,1,76.404,"[0, 1, 2, 5, 6, 7, 8, 9, 11, 12, 15, 19, 20, 21, 22, 23]",8926.0,7840.0,1,3.0009,0.0,1.0,"[0, 1, 2, 5, 6, 7, 8, 9, 11, 12, 15, 19, 20, 21, 22, 23]",1,0,0,ok,8842.0,7739.0,1,0.0472,0.009411,0.990589,"[0, 1, 4, 5, 6, 7, 8, 9, 11, 12, 15, 19, 20, 22, 23]",8925.0,7816.0,1,42.3318,0.000112,0.999888,"[0, 1, 4, 5, 6, 7, 8, 11, 12, 15, 20, 21, 22, 23]",,,,,,,
instance_0063.npz,37,13234.0,14322.0,13234.0,1,250.1504,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 13, 14, 15, 17, 20, 22, 23, 24, 25, 28, 30, 31, 32, 34, 35, 36]",14302.0,13204.0,1,2.9568,0.001396,0.998604,"[1, 2, 3, 4, 6, 7, 8, 10, 11, 13, 14, 15, 17, 20, 22, 23, 24, 25, 28, 30, 31, 32, 33, 34, 35, 36]",1,0,0,ok,14268.0,13149.0,1,0.0418,0.00377,0.99623,"[1, 2, 3, 4, 6, 7, 8, 10, 11, 13, 14, 15, 17, 20, 21, 22, 23, 25, 28, 30, 31, 32, 34, 35, 36]",14304.0,13222.0,1,81.6534,0.001257,0.998743,"[0, 1, 3, 4, 6, 7, 8, 10, 11, 13, 14, 15, 17, 20, 21, 22, 23, 25, 28, 30, 31, 32, 34, 35, 36]",,,,,,,
instance_0064.npz,55,16743.0,18848.0,16734.0,1,485.0262,"[2, 5, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18, 21, 22, 23, 24, 26, 28, 29, 31, 33, 34, 36, 38, 39, 40, 41, 43, 46, 47, 48, 49, 50, 51, 53]",18835.0,16736.0,1,3.1788,0.00069,0.99931,"[2, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18, 19, 21, 22, 23, 24, 26, 28, 29, 31, 33, 34, 36, 38, 40, 41, 43, 44, 46, 47, 48, 49, 50, 51, 52, 53]",1,0,0,ok,18834.0,16731.0,1,0.0437,0.000743,0.999257,"[1, 2, 5, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18, 19, 21, 22, 23, 24, 26, 28, 29, 31, 33, 34, 36, 38, 39, 40, 41, 43, 46, 47, 48, 49, 51, 52, 53]",18768.0,16719.0,1,72.1781,0.004244,0.995756,"[2, 5, 7, 9, 10, 11, 12, 13, 16, 18, 19, 21, 22, 23, 24, 26, 28, 29, 30, 31, 33, 34, 36, 38, 40, 41, 42, 43, 46, 47, 48, 49, 51, 53]",,,,,,,
instance_0065.npz,98,32217.0,34980.0,32213.0,1,1625.0002,"[2, 3, 4, 10, 11, 13, 14, 15, 17, 19, 20, 21, 22, 23, 24, 26, 27, 28, 31, 34, 35, 36, 38, 39, 40, 41, 42, 43, 45, 47, 48, 49, 51, 52, 54, 55, 57, 58, 59, 61, 62, 63, 65, 66, 67, 68, 69, 70, 71, 72, 75, 76, 77, 78, 79, 80, 82, 83, 85, 86, 87, 88, 89, 93, 94]",34898.0,32125.0,1,4.506,0.002344,0.997656,"[2, 3, 4, 10, 11, 13, 14, 15, 17, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 31, 34, 35, 36, 38, 39, 41, 42, 43, 45, 47, 48, 49, 51, 52, 54, 55, 57, 58, 59, 60, 61, 62, 63, 65, 66, 67, 68, 69, 70, 71, 72, 75, 76, 77, 78, 79, 80, 82, 83, 85, 86, 87, 88, 89, 93, 94]",1,0,0,ok,34980.0,32213.0,1,0.0603,0.0,1.0,"[2, 3, 4, 10, 11, 13, 14, 15, 17, 19, 20, 21, 22, 23, 24, 26, 27, 28, 31, 34, 35, 36, 38, 39, 40, 41, 42, 43, 45, 47, 48, 49, 51, 52, 54, 55, 57, 58, 59, 61, 62, 63, 65, 66, 67, 68, 69, 70, 71, 72, 75, 76, 77, 78, 79, 80, 82, 83, 85, 86, 87, 88, 89, 93, 94]",34919.0,32189.0,1,153.4482,0.001744,0.998256,"[2, 3, 4, 10, 11, 13, 14, 15, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 31, 34, 35, 36, 38, 39, 41, 42, 43, 45, 47, 48, 49, 51, 54, 55, 57, 58, 59, 61, 62, 63, 65, 66, 67, 68, 69, 70, 71, 72, 75, 76, 77, 78, 79, 80, 82, 83, 85, 86, 87, 88, 89, 91, 93, 94]",,,,,,,
instance_0066.npz,43,13863.0,15323.0,13862.0,1,292.2304,"[0, 4, 6, 7, 8, 9, 11, 13, 16, 18, 19, 20, 21, 22, 23, 25, 28, 31, 32, 33, 35, 37, 39, 40, 41, 42]",15223.0,13804.0,1,3.1907,0.006526,0.993474,"[0, 1, 2, 4, 6, 7, 8, 9, 11, 13, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 28, 31, 32, 33, 35, 36, 37, 39, 40, 42]",1,0,0,ok,15280.0,13800.0,1,0.0413,0.002806,0.997194,"[0, 1, 2, 4, 6, 7, 8, 9, 11, 13, 16, 18, 19, 20, 21, 22, 24, 25, 28, 31, 32, 33, 35, 37, 39, 40, 41, 42]",15323.0,13862.0,1,75.7789,0.0,1.0,"[0, 4, 6, 7, 8, 9, 11, 13, 16, 18, 19, 20, 21, 22, 23, 25, 28, 31, 32, 33, 35, 37, 39, 40, 41, 42]",,,,,,,
instance_0067.npz,78,25526.0,27808.0,25523.0,1,960.2319,"[0, 1, 4, 5, 6, 9, 11, 12, 13, 14, 17, 18, 20, 22, 23, 24, 25, 26, 27, 30, 31, 34, 36, 38, 39, 40, 43, 44, 46, 47, 48, 49, 50, 51, 52, 53, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 69, 71, 73, 74, 75, 76, 77]",27776.0,25484.0,1,3.7751,0.001151,0.998849,"[0, 1, 4, 5, 6, 9, 11, 12, 13, 14, 17, 18, 20, 22, 23, 24, 25, 26, 27, 30, 31, 33, 34, 36, 38, 39, 40, 43, 44, 46, 47, 48, 49, 50, 51, 52, 53, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 69, 71, 74, 75, 76, 77]",1,0,0,ok,27621.0,25324.0,1,0.0519,0.006725,0.993275,"[0, 1, 2, 4, 5, 6, 9, 11, 12, 13, 14, 15, 16, 17, 18, 20, 22, 23, 24, 25, 27, 30, 31, 33, 34, 36, 38, 39, 40, 43, 44, 46, 47, 48, 49, 50, 51, 52, 53, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 69, 71, 73, 74, 75, 76, 77]",27788.0,25526.0,1,245.2388,0.000719,0.999281,"[0, 1, 4, 5, 6, 9, 11, 12, 13, 14, 15, 17, 18, 20, 23, 24, 25, 26, 27, 30, 31, 33, 34, 36, 38, 39, 40, 44, 46, 47, 48, 49, 50, 51, 52, 53, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 69, 71, 74, 75, 76, 77]",,,,,,,
instance_0068.npz,32,12561.0,14747.0,12532.0,1,158.2219,"[0, 4, 5, 7, 9, 10, 13, 14, 15, 16, 18, 20, 21, 23, 24, 26, 27, 28, 30, 31]",14487.0,12261.0,1,2.5819,0.017631,0.982369,"[4, 5, 7, 9, 10, 11, 13, 14, 15, 16, 18, 19, 20, 21, 23, 24, 25, 26, 27, 28, 30, 31]",1,0,0,ok,14739.0,12491.0,1,0.0379,0.000542,0.999458,"[0, 4, 5, 7, 9, 10, 13, 14, 15, 16, 18, 19, 20, 21, 23, 24, 25, 26, 27, 28, 30]",14739.0,12491.0,1,84.313,0.000542,0.999458,"[0, 4, 5, 7, 9, 10, 13, 14, 15, 16, 18, 19, 20, 21, 23, 24, 25, 26, 27, 28, 30]",,,,,,,
instance_0069.npz,43,14697.0,16039.0,14696.0,1,245.27,"[0, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 23, 24, 25, 27, 28, 29, 32, 33, 35, 36, 37, 38, 39, 40, 42]",15892.0,14534.0,1,3.2874,0.009165,0.990835,"[0, 1, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 23, 24, 25, 27, 28, 31, 32, 33, 35, 36, 37, 38, 39, 40, 42]",1,0,0,ok,15892.0,14534.0,1,0.0404,0.009165,0.990835,"[0, 1, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 23, 24, 25, 27, 28, 31, 32, 33, 35, 36, 37, 38, 39, 40, 42]",16011.0,14697.0,1,96.5241,0.001746,0.998254,"[0, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 24, 25, 27, 29, 32, 33, 35, 36, 37, 38, 39, 40]",,,,,,,
instance_0070.npz,64,21840.0,23480.0,21838.0,1,617.8016,"[0, 1, 2, 3, 4, 5, 8, 9, 10, 11, 13, 14, 16, 17, 20, 21, 22, 23, 25, 26, 27, 29, 31, 33, 35, 36, 37, 38, 39, 43, 44, 45, 46, 48, 49, 50, 55, 56, 57, 58, 59, 60, 61, 62]",23429.0,21791.0,1,3.2128,0.002172,0.997828,"[0, 1, 2, 3, 4, 5, 8, 9, 10, 11, 13, 14, 16, 17, 20, 21, 22, 23, 25, 26, 27, 29, 31, 33, 35, 36, 37, 38, 39, 43, 44, 45, 46, 48, 50, 52, 55, 56, 57, 58, 59, 60, 61, 62, 63]",1,0,0,ok,23480.0,21838.0,1,0.0448,0.0,1.0,"[0, 1, 2, 3, 4, 5, 8, 9, 10, 11, 13, 14, 16, 17, 20, 21, 22, 23, 25, 26, 27, 29, 31, 33, 35, 36, 37, 38, 39, 43, 44, 45, 46, 48, 49, 50, 55, 56, 57, 58, 59, 60, 61, 62]",23477.0,21840.0,1,131.5499,0.000128,0.999872,"[0, 1, 2, 3, 4, 5, 8, 9, 10, 11, 13, 14, 16, 20, 21, 22, 23, 25, 26, 27, 29, 31, 33, 36, 37, 38, 39, 44, 45, 46, 48, 49, 50, 52, 55, 56, 57, 58, 59, 60, 61, 62]",,,,,,,
instance_0071.npz,23,8303.0,8952.0,8290.0,1,73.0012,"[1, 2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 22]",8850.0,8197.0,1,2.4219,0.011394,0.988606,"[1, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 18, 19, 21, 22]",1,0,0,ok,8886.0,8199.0,1,0.0391,0.007373,0.992627,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 18, 19, 22]",8927.0,8287.0,1,77.0489,0.002793,0.997207,"[1, 2, 3, 5, 6, 7, 9, 10, 11, 12, 14, 16, 18, 19, 21, 22]",,,,,,,
instance_0072.npz,35,13299.0,14758.0,13290.0,1,200.9532,"[0, 1, 3, 5, 6, 7, 9, 10, 12, 13, 14, 15, 17, 18, 20, 21, 22, 24, 28, 29, 30, 31, 32, 33, 34]",14574.0,13103.0,1,2.896,0.012468,0.987532,"[0, 1, 3, 4, 5, 6, 7, 9, 10, 12, 13, 14, 15, 18, 20, 21, 22, 23, 24, 26, 28, 29, 30, 31, 32, 33, 34]",1,0,0,ok,14696.0,13240.0,1,0.0391,0.004201,0.995799,"[0, 1, 3, 5, 6, 7, 9, 10, 12, 13, 14, 15, 18, 20, 21, 22, 24, 26, 27, 28, 29, 30, 31, 32, 33, 34]",14758.0,13290.0,1,99.8808,0.0,1.0,"[0, 1, 3, 5, 6, 7, 9, 10, 12, 13, 14, 15, 17, 18, 20, 21, 22, 24, 28, 29, 30, 31, 32, 33, 34]",,,,,,,
instance_0073.npz,28,11101.0,12353.0,11090.0,1,116.9495,"[0, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 22, 23, 24, 26, 27]",12100.0,10853.0,1,2.9731,0.020481,0.979519,"[0, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 22, 24, 26, 27]",1,0,0,ok,12215.0,10905.0,1,0.0355,0.011171,0.988829,"[0, 2, 3, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 22, 23, 24, 26, 27]",12349.0,11100.0,1,38.8453,0.000324,0.999676,"[0, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 22, 23, 26, 27]",,,,,,,
instance_0074.npz,32,11927.0,13299.0,11917.0,1,169.909,"[0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 18, 20, 22, 23, 26, 27, 28, 29]",13220.0,11845.0,1,2.6961,0.00594,0.99406,"[0, 1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 22, 23, 24, 26, 27, 28, 29]",1,0,0,ok,13269.0,11880.0,1,0.0393,0.002256,0.997744,"[0, 1, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 20, 22, 23, 24, 26, 27, 28, 29]",13299.0,11917.0,1,73.2714,0.0,1.0,"[0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 18, 20, 22, 23, 26, 27, 28, 29]",,,,,,,
instance_0075.npz,19,9262.0,10370.0,9190.0,1,65.1729,"[0, 1, 2, 3, 6, 7, 9, 10, 12, 13, 15, 16, 17, 18]",10370.0,9190.0,1,2.4361,0.0,1.0,"[0, 1, 2, 3, 6, 7, 9, 10, 12, 13, 15, 16, 17, 18]",1,0,0,ok,10370.0,9190.0,1,0.033,0.0,1.0,"[0, 1, 2, 3, 6, 7, 9, 10, 12, 13, 15, 16, 17, 18]",10293.0,9174.0,1,34.9883,0.007425,0.992575,"[2, 3, 6, 7, 9, 10, 12, 13, 14, 15, 16, 17, 18]",,,,,,,
instance_0076.npz,77,28776.0,31145.0,28776.0,1,891.3611,"[1, 4, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 25, 28, 30, 31, 32, 33, 34, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 61, 62, 63, 66, 68, 71, 72, 73, 74]",31088.0,28739.0,1,4.2648,0.00183,0.99817,"[0, 1, 2, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 25, 28, 30, 31, 32, 33, 34, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 54, 55, 56, 57, 58, 59, 61, 62, 63, 66, 68, 71, 72, 73, 74, 76]",1,0,0,ok,31123.0,28747.0,1,0.0959,0.000706,0.999294,"[1, 2, 4, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 25, 28, 30, 31, 32, 33, 34, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 52, 53, 55, 56, 57, 58, 59, 61, 62, 63, 66, 68, 71, 72, 73, 74]",31145.0,28776.0,1,175.097,0.0,1.0,"[1, 4, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 25, 28, 30, 31, 32, 33, 34, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 61, 62, 63, 66, 68, 71, 72, 73, 74]",,,,,,,
instance_0077.npz,24,9514.0,10534.0,9513.0,1,79.3837,"[0, 1, 2, 3, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 22]",10251.0,9411.0,1,2.611,0.026865,0.973135,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 23]",1,0,0,ok,10407.0,9397.0,1,0.0852,0.012056,0.987944,"[0, 1, 2, 3, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 23]",10534.0,9513.0,1,38.7423,0.0,1.0,"[0, 1, 2, 3, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 22]",,,,,,,
instance_0078.npz,27,11865.0,12832.0,11855.0,1,148.9623,"[0, 2, 6, 7, 8, 9, 10, 11, 12, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26]",12674.0,11773.0,1,2.6278,0.012313,0.987687,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26]",1,0,0,ok,12796.0,11833.0,1,0.0721,0.002805,0.997195,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26]",12832.0,11855.0,1,48.4562,0.0,1.0,"[0, 2, 6, 7, 8, 9, 10, 11, 12, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26]",,,,,,,
instance_0079.npz,78,30877.0,34061.0,30876.0,1,1070.7316,"[0, 1, 2, 4, 5, 6, 9, 10, 11, 12, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 32, 33, 35, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 52, 53, 54, 55, 56, 58, 59, 60, 62, 63, 64, 65, 66, 68, 69, 70, 71, 72, 73, 74, 76, 77]",34054.0,30866.0,1,3.6387,0.000206,0.999794,"[0, 1, 2, 4, 5, 6, 7, 9, 10, 11, 12, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 32, 33, 35, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 52, 53, 54, 55, 56, 58, 59, 60, 62, 63, 64, 65, 68, 69, 70, 71, 72, 73, 74, 76, 77]",1,0,0,ok,34054.0,30866.0,1,0.1031,0.000206,0.999794,"[0, 1, 2, 4, 5, 6, 7, 9, 10, 11, 12, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 32, 33, 35, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 52, 53, 54, 55, 56, 58, 59, 60, 62, 63, 64, 65, 68, 69, 70, 71, 72, 73, 74, 76, 77]",34038.0,30859.0,1,119.3117,0.000675,0.999325,"[0, 1, 2, 4, 5, 6, 9, 10, 11, 12, 16, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 35, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 55, 56, 58, 59, 60, 62, 63, 64, 65, 68, 69, 70, 71, 72, 73, 74, 76, 77]",,,,,,,
instance_0080.npz,65,27328.0,29130.0,27326.0,1,800.4021,"[0, 1, 5, 6, 7, 9, 10, 12, 13, 14, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 33, 34, 35, 36, 37, 38, 40, 41, 42, 44, 45, 46, 48, 49, 50, 51, 53, 54, 56, 58, 59, 60, 61, 62, 63, 64]",29014.0,27225.0,1,3.6992,0.003982,0.996018,"[0, 1, 3, 5, 6, 7, 9, 10, 12, 13, 14, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 44, 45, 46, 48, 49, 50, 51, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",1,0,0,ok,29113.0,27309.0,1,0.0995,0.000584,0.999416,"[0, 1, 3, 5, 6, 7, 9, 10, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 34, 36, 37, 38, 39, 40, 41, 42, 44, 45, 46, 48, 49, 50, 51, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",29103.0,27323.0,1,119.802,0.000927,0.999073,"[0, 1, 5, 6, 7, 9, 10, 12, 14, 17, 18, 19, 20, 21, 22, 23, 24, 25, 28, 30, 31, 32, 33, 34, 36, 37, 38, 40, 41, 42, 44, 45, 46, 48, 49, 50, 51, 53, 54, 55, 58, 59, 60, 61, 62, 63, 64]",,,,,,,
instance_0081.npz,90,35267.0,37179.0,35265.0,1,1577.8723,"[0, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 41, 42, 43, 45, 46, 47, 48, 49, 50, 51, 53, 56, 58, 59, 61, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 85, 86, 87, 88, 89]",37174.0,35255.0,1,3.8508,0.000134,0.999866,"[0, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 24, 25, 26, 27, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 53, 56, 58, 59, 61, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 85, 86, 87, 88, 89]",1,0,0,ok,37174.0,35255.0,1,0.1389,0.000134,0.999866,"[0, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 24, 25, 26, 27, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 53, 56, 58, 59, 61, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 85, 86, 87, 88, 89]",37154.0,35232.0,1,159.4111,0.000672,0.999328,"[0, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 21, 22, 24, 25, 26, 27, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 53, 56, 58, 59, 61, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 85, 86, 87, 88, 89]",,,,,,,
instance_0082.npz,31,14387.0,16522.0,14386.0,1,223.2241,"[0, 2, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 23, 24, 25, 27, 28]",16253.0,14079.0,1,3.032,0.016281,0.983719,"[0, 2, 3, 4, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 30]",1,0,0,ok,16253.0,14079.0,1,0.065,0.016281,0.983719,"[0, 2, 3, 4, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 30]",16516.0,14345.0,1,35.6534,0.000363,0.999637,"[0, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 23, 24, 25, 27, 28, 29, 30]",,,,,,,
