instance_file,n_items,capacity,total_weight,total_value,feasible,inference_time_ms,selected_items
instance_0347.npz,45,12028,12011,13556,1,36.3101,"[0, 2, 7, 8, 9, 10, 15, 16, 21, 22, 23, 24, 25, 27, 28, 30, 31, 33, 37, 38, 39, 40, 42]"
instance_0348.npz,51,14243,14243,16610,1,51.1161,"[0, 2, 4, 6, 9, 12, 13, 14, 17, 18, 19, 21, 22, 24, 25, 26, 27, 28, 29, 31, 34, 35, 36, 42, 44, 46, 49]"
instance_0349.npz,60,14167,14159,17006,1,67.2615,"[1, 2, 4, 6, 7, 8, 13, 15, 20, 21, 22, 23, 25, 26, 30, 35, 38, 39, 42, 44, 47, 48, 50, 51, 53, 54, 57, 58]"
instance_0350.npz,13,3633,3620,4163,1,2.9174,"[3, 4, 5, 7, 8, 10, 11]"
instance_0351.npz,45,12822,12822,14715,1,39.8833,"[0, 3, 4, 7, 8, 9, 10, 11, 16, 17, 20, 22, 24, 26, 29, 31, 33, 35, 36, 37, 38, 42, 44]"
instance_0352.npz,83,22623,22623,25278,1,142.1292,"[2, 4, 5, 9, 10, 12, 16, 17, 18, 20, 21, 22, 24, 27, 28, 29, 32, 33, 34, 35, 37, 38, 40, 43, 44, 46, 49, 51, 52, 53, 55, 59, 61, 62, 63, 65, 66, 67, 69, 70, 71, 73, 74, 75, 76, 77, 78]"
instance_0353.npz,32,8708,8708,9690,1,18.9659,"[2, 3, 5, 6, 7, 8, 9, 11, 13, 14, 15, 17, 18, 22, 29, 30, 31]"
instance_0354.npz,38,11614,11614,13553,1,33.0971,"[0, 3, 4, 5, 8, 9, 11, 12, 13, 15, 17, 18, 22, 23, 25, 27, 28, 29, 30, 34, 36, 37]"
instance_0355.npz,39,9719,9705,10627,1,26.4446,"[0, 1, 2, 5, 6, 7, 8, 9, 10, 11, 13, 24, 25, 27, 28, 30, 31, 32, 33, 34, 37, 38]"
instance_0356.npz,34,7526,7519,8723,1,17.6532,"[5, 8, 10, 11, 12, 13, 14, 16, 17, 19, 20, 21, 24, 25, 30, 31, 32, 33]"
instance_0357.npz,72,20298,20298,23484,1,111.1081,"[0, 1, 2, 4, 5, 8, 11, 12, 13, 14, 15, 19, 20, 21, 24, 25, 26, 27, 28, 32, 33, 35, 39, 43, 46, 47, 49, 50, 51, 53, 54, 58, 59, 60, 62, 64, 65, 67, 68, 69]"
instance_0358.npz,78,23680,23680,27333,1,144.6218,"[0, 1, 4, 6, 7, 8, 9, 11, 12, 13, 16, 17, 18, 21, 22, 24, 25, 26, 28, 29, 30, 34, 35, 36, 39, 41, 44, 45, 46, 48, 50, 51, 56, 59, 60, 61, 62, 63, 65, 66, 67, 68, 71, 73, 75, 76]"
instance_0359.npz,50,15644,15635,18284,1,56.8349,"[1, 3, 5, 8, 10, 12, 15, 16, 17, 19, 21, 22, 23, 25, 26, 27, 28, 29, 31, 32, 33, 34, 35, 37, 42, 43, 45, 47, 48, 49]"
instance_0360.npz,18,5317,5305,5776,1,6.1019,"[0, 1, 2, 3, 6, 9, 10, 12, 13, 14, 16]"
instance_0361.npz,12,3524,3522,4227,1,2.5516,"[1, 4, 5, 6, 7, 11]"
instance_0362.npz,50,14952,14946,17641,1,55.9075,"[0, 1, 2, 3, 5, 6, 15, 18, 19, 20, 22, 23, 24, 27, 30, 32, 33, 34, 35, 36, 37, 38, 39, 40, 44, 45, 46, 47, 48, 49]"
instance_0363.npz,61,20787,20783,23893,1,93.7436,"[3, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 21, 22, 23, 25, 26, 27, 28, 29, 31, 32, 34, 35, 36, 40, 42, 43, 44, 45, 46, 47, 48, 49, 51, 53, 54, 55, 60]"
instance_0364.npz,100,31710,31710,35814,1,239.8233,"[0, 3, 4, 6, 7, 8, 9, 10, 11, 12, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 29, 31, 32, 33, 34, 35, 36, 37, 38, 40, 41, 42, 43, 45, 46, 47, 49, 50, 53, 55, 58, 62, 63, 64, 65, 68, 73, 74, 76, 78, 79, 81, 82, 83, 84, 85, 86, 87, 88, 91, 93, 94, 95, 96, 97, 99]"
instance_0365.npz,46,16346,16342,18399,1,53.9004,"[0, 2, 3, 4, 5, 8, 10, 13, 14, 15, 21, 23, 24, 25, 26, 27, 29, 30, 31, 32, 35, 36, 37, 38, 39, 40, 45]"
instance_0366.npz,79,29083,29081,32748,1,170.5727,"[4, 5, 6, 7, 10, 13, 15, 16, 18, 20, 21, 22, 24, 25, 26, 27, 30, 33, 34, 35, 36, 37, 38, 39, 40, 42, 43, 44, 47, 49, 50, 52, 53, 55, 56, 57, 59, 61, 62, 63, 64, 67, 68, 69, 71, 73, 74, 75, 76, 77, 78]"
instance_0367.npz,99,32656,32656,36061,1,240.852,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 17, 19, 20, 21, 22, 23, 25, 26, 27, 29, 30, 32, 33, 34, 35, 36, 38, 39, 40, 41, 43, 44, 46, 47, 48, 49, 53, 55, 56, 57, 60, 61, 64, 65, 66, 67, 68, 70, 73, 75, 76, 77, 78, 80, 81, 82, 84, 85, 88, 91, 92, 94, 95, 97, 98]"
instance_0368.npz,79,26953,26953,30920,1,162.3802,"[0, 1, 2, 3, 4, 5, 7, 9, 10, 11, 12, 13, 14, 17, 19, 21, 22, 23, 24, 25, 26, 28, 29, 32, 33, 34, 35, 36, 38, 39, 41, 46, 47, 49, 50, 54, 55, 59, 61, 62, 63, 65, 66, 67, 68, 69, 71, 72, 73, 74, 75, 76]"
instance_0369.npz,67,23147,23147,26541,1,111.8319,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 12, 14, 17, 18, 20, 22, 27, 28, 30, 31, 32, 33, 34, 35, 36, 40, 41, 42, 44, 46, 47, 48, 49, 51, 52, 54, 55, 56, 57, 59, 60, 61, 63, 64, 65, 66]"
instance_0370.npz,51,18643,18637,20682,1,75.0428,"[0, 2, 3, 4, 8, 9, 10, 12, 13, 14, 15, 17, 19, 21, 22, 24, 25, 26, 27, 28, 30, 32, 33, 34, 35, 37, 39, 41, 42, 44, 45, 46, 47, 48]"
instance_0371.npz,57,19844,19841,22445,1,83.7202,"[1, 4, 5, 6, 7, 12, 13, 14, 15, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 30, 32, 33, 34, 37, 38, 39, 40, 41, 45, 48, 49, 50, 51, 52, 53, 54, 55, 56]"
instance_0372.npz,69,25654,25650,27986,1,135.1411,"[1, 2, 4, 5, 7, 8, 9, 14, 15, 16, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 37, 38, 39, 41, 42, 43, 45, 46, 47, 48, 50, 51, 54, 55, 57, 58, 59, 60, 61, 62, 65, 66, 68]"
instance_0373.npz,22,7802,7798,8565,1,11.3299,"[0, 1, 2, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 18]"
instance_0374.npz,27,12207,12195,14284,1,20.975,"[0, 1, 3, 4, 5, 6, 8, 9, 10, 11, 12, 16, 17, 18, 20, 21, 22, 23, 25, 26]"
instance_0375.npz,23,8420,8409,9491,1,13.5612,"[0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 12, 13, 15, 18, 19, 20, 22]"
instance_0376.npz,29,11263,11249,12713,1,23.3532,"[0, 2, 3, 5, 6, 7, 8, 11, 12, 13, 14, 15, 17, 18, 19, 20, 22, 23, 24, 25, 26, 28]"
instance_0377.npz,33,13973,13969,15649,1,32.0333,"[0, 1, 2, 3, 4, 5, 6, 7, 10, 11, 13, 15, 17, 18, 19, 20, 21, 24, 25, 27, 29, 30, 31, 32]"
instance_0378.npz,93,33355,33346,36460,1,251.0329,"[0, 1, 2, 3, 4, 5, 6, 8, 10, 11, 12, 14, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 32, 33, 34, 35, 36, 37, 39, 40, 41, 42, 44, 46, 48, 49, 50, 52, 53, 55, 56, 57, 58, 59, 60, 62, 63, 64, 65, 66, 67, 69, 70, 71, 72, 73, 74, 75, 76, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92]"
instance_0379.npz,35,16213,16201,17709,1,42.8732,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 25, 26, 27, 28, 30, 31, 32, 33, 34]"
instance_0380.npz,56,22290,22282,24402,1,97.4929,"[0, 1, 2, 3, 4, 8, 9, 10, 11, 12, 14, 15, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 40, 41, 42, 44, 46, 47, 48, 49, 50, 51, 52, 53]"
instance_0381.npz,36,15539,15538,17018,1,44.6436,"[0, 1, 2, 4, 5, 7, 8, 10, 12, 13, 14, 15, 16, 18, 19, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]"
instance_0382.npz,15,5876,5874,6764,1,6.0272,"[0, 2, 3, 5, 6, 7, 8, 10, 11, 12, 13, 14]"
instance_0383.npz,10,3265,3173,3388,1,2.0754,"[0, 1, 2, 4, 5, 6, 7, 8, 9]"
instance_0384.npz,28,12546,12531,13417,1,25.4344,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 26, 27]"
instance_0385.npz,81,33874,33871,36101,1,212.7944,"[0, 1, 2, 3, 5, 6, 7, 10, 12, 13, 14, 15, 16, 17, 18, 22, 24, 25, 26, 27, 28, 29, 30, 33, 34, 35, 36, 37, 38, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 55, 56, 57, 58, 59, 60, 61, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 75, 78, 79, 80]"
instance_0386.npz,76,34452,34442,37332,1,201.374,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 45, 50, 51, 52, 53, 54, 57, 58, 59, 60, 61, 62, 64, 65, 66, 68, 69, 70, 71, 72, 73, 74, 75]"
instance_0387.npz,45,19163,19162,20667,1,71.1243,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 17, 20, 21, 22, 23, 24, 25, 26, 27, 28, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]"
instance_0388.npz,84,35145,35144,38696,1,227.9454,"[0, 1, 2, 3, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 33, 35, 38, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 59, 60, 61, 62, 63, 64, 65, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 78, 79, 80, 81, 82, 83]"
instance_0389.npz,67,28950,28945,30053,1,137.4575,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 61, 62, 63, 66]"
instance_0390.npz,20,9771,9758,10747,1,13.6315,"[0, 1, 2, 3, 4, 5, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 19]"
instance_0391.npz,53,23341,23338,23911,1,92.8228,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 35, 36, 37, 38, 40, 41, 42, 43, 44, 46, 47, 48, 49, 50, 52]"
instance_0392.npz,99,47213,47213,49975,1,359.7965,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 39, 40, 41, 42, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 91, 92, 93, 94, 95, 96, 97, 98]"
instance_0393.npz,66,30061,30060,32452,1,153.1219,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 29, 30, 31, 32, 33, 34, 35, 37, 38, 40, 41, 42, 43, 44, 45, 46, 48, 49, 50, 51, 52, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65]"
instance_0394.npz,74,35361,35355,37344,1,199.0746,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30, 31, 32, 33, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73]"
instance_0395.npz,100,47395,47394,49773,1,345.3041,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 96, 97, 98]"
instance_0396.npz,97,47899,47896,49027,1,359.6491,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 47, 48, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 75, 77, 78, 79, 80, 81, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96]"
instance_0397.npz,38,17975,17972,19381,1,53.4344,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36]"
instance_0398.npz,48,24847,24819,26907,1,98.7038,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47]"
instance_0399.npz,94,45084,45081,47421,1,347.4708,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 45, 46, 47, 48, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93]"
instance_0400.npz,70,946,944,1199,1,1.9968,"[22, 52, 57]"
instance_0401.npz,16,956,956,1186,1,0.471,[2]
instance_0402.npz,80,1251,1245,1582,1,3.5682,"[7, 10, 27, 40]"
instance_0403.npz,45,1051,1046,1343,1,1.2196,"[13, 21, 24]"
instance_0404.npz,70,1556,1556,1991,1,4.6117,"[8, 13, 20, 27, 31, 40, 57, 58]"
instance_0405.npz,86,2239,2236,2817,1,10.3828,"[2, 11, 17, 40, 58, 65, 68, 79]"
instance_0406.npz,59,2006,1990,2545,1,5.9033,"[10, 25, 42, 55, 58]"
instance_0407.npz,52,2529,2529,3231,1,6.1879,"[3, 8, 24, 36]"
instance_0408.npz,56,2441,2437,3079,1,6.6104,"[3, 12, 26, 28, 30, 33, 43, 48]"
instance_0409.npz,33,1797,1795,2096,1,2.5836,"[13, 19, 20, 26]"
instance_0410.npz,24,1278,1223,1557,1,1.1577,"[8, 19]"
instance_0411.npz,89,5560,5558,6969,1,29.4139,"[2, 7, 9, 14, 15, 28, 35, 46, 52, 74, 77, 81]"
instance_0412.npz,70,4427,4426,5624,1,19.2892,"[6, 20, 23, 30, 32, 35, 36, 41, 48, 49, 69]"
instance_0413.npz,14,979,943,1131,1,0.5423,"[2, 10, 13]"
instance_0414.npz,54,4412,4412,5383,1,13.6088,"[8, 21, 25, 29, 33, 43, 44, 50, 51, 52]"
instance_0415.npz,57,4717,4716,5867,1,15.8355,"[14, 19, 20, 24, 27, 30, 32, 40, 49]"
instance_0416.npz,59,5528,5524,6896,1,20.003,"[4, 9, 16, 23, 29, 38, 43, 48, 56, 57]"
instance_0417.npz,88,7299,7298,9074,1,40.7943,"[28, 31, 36, 38, 39, 40, 45, 48, 50, 58, 62, 63, 66, 67, 69, 70, 77, 79]"
instance_0418.npz,30,2358,2341,2869,1,3.7824,"[1, 5, 15, 21, 24, 25]"
instance_0419.npz,73,7427,7421,9326,1,34.5684,"[3, 8, 11, 15, 22, 30, 39, 43, 44, 45, 49, 50, 68, 71]"
instance_0420.npz,90,9843,9843,12198,1,57.4819,"[1, 3, 8, 9, 18, 28, 36, 38, 41, 54, 56, 57, 58, 62, 63, 71, 72, 73, 78, 89]"
instance_0421.npz,82,9216,9216,11600,1,48.464,"[1, 5, 6, 10, 11, 12, 14, 20, 23, 24, 29, 30, 45, 49, 55, 65, 76, 79]"
instance_0422.npz,53,6213,6211,7640,1,20.2505,"[0, 3, 5, 9, 12, 18, 26, 31, 38, 39, 46, 52]"
instance_0423.npz,65,6881,6880,8603,1,28.9327,"[3, 5, 9, 13, 19, 20, 23, 36, 42, 43, 44, 50, 51, 52, 54, 60, 61]"
instance_0424.npz,14,1844,1821,2203,1,1.2653,"[1, 2, 7, 10]"
instance_0425.npz,90,10402,10401,12565,1,69.6326,"[3, 4, 7, 17, 18, 22, 24, 25, 32, 42, 44, 50, 58, 63, 64, 68, 72, 73, 76, 80, 81, 83, 88]"
instance_0426.npz,85,10957,10957,13290,1,65.3142,"[0, 7, 9, 10, 18, 21, 22, 23, 24, 29, 30, 31, 35, 37, 38, 41, 46, 49, 51, 52, 60, 67, 68, 70, 74, 75, 84]"
instance_0427.npz,95,12217,12217,14996,1,81.4378,"[0, 2, 9, 13, 16, 23, 30, 32, 37, 43, 44, 45, 52, 55, 56, 66, 69, 73, 74, 87, 92, 93]"
instance_0428.npz,68,9772,9767,12017,1,42.0678,"[2, 5, 6, 12, 24, 28, 32, 33, 35, 37, 39, 40, 50, 59, 62, 63]"
instance_0429.npz,44,6264,6255,7509,1,15.2512,"[1, 4, 8, 14, 15, 18, 20, 23, 24, 27, 33, 34, 35, 40, 43]"
instance_0430.npz,40,6547,6529,7884,1,15.6598,"[4, 5, 6, 15, 24, 25, 26, 28, 29, 33, 35, 36, 39]"
instance_0431.npz,69,9148,9146,11332,1,39.567,"[4, 11, 12, 19, 24, 25, 29, 33, 35, 39, 41, 43, 45, 47, 57, 62, 63, 65, 67, 68]"
instance_0432.npz,21,3760,3747,4724,1,4.3723,"[0, 1, 3, 10, 14, 16]"
instance_0433.npz,86,14545,14543,17821,1,82.9362,"[0, 1, 2, 7, 8, 9, 15, 16, 17, 22, 25, 28, 29, 30, 37, 41, 56, 57, 62, 65, 68, 71, 73, 77, 83, 84]"
instance_0434.npz,39,6948,6947,8343,1,17.9337,"[0, 2, 4, 8, 9, 10, 13, 14, 15, 16, 17, 31, 34, 36, 37, 38]"
instance_0435.npz,35,7151,7094,8664,1,17.0874,"[0, 1, 3, 6, 9, 15, 18, 21, 22, 25, 30, 31, 34]"
instance_0436.npz,34,5726,5722,7015,1,12.1432,"[0, 1, 2, 3, 4, 7, 10, 14, 18, 21, 26, 29, 30]"
instance_0437.npz,19,3966,3944,4869,1,4.5152,"[1, 4, 5, 8, 14, 15, 18]"
instance_0438.npz,55,9658,9654,11620,1,35.1669,"[0, 1, 2, 4, 11, 12, 15, 16, 17, 19, 23, 26, 30, 31, 36, 39, 42, 44]"
instance_0439.npz,84,14459,14458,17103,1,84.6245,"[0, 1, 3, 5, 7, 8, 10, 12, 16, 17, 21, 25, 28, 31, 35, 36, 38, 39, 40, 43, 46, 47, 50, 56, 61, 62, 63, 71, 72, 74, 75, 76, 77, 78, 79]"
instance_0440.npz,18,3997,3985,4704,1,4.2266,"[1, 7, 11, 12, 15, 16, 17]"
instance_0441.npz,25,5074,5072,6104,1,8.154,"[0, 1, 2, 4, 10, 12, 13, 15, 18, 19, 23, 24]"
instance_0442.npz,100,21401,21401,25498,1,149.0975,"[0, 3, 4, 6, 8, 9, 11, 12, 13, 17, 20, 23, 29, 32, 33, 35, 38, 41, 44, 50, 52, 55, 56, 58, 62, 64, 65, 66, 69, 70, 73, 74, 75, 76, 78, 79, 84, 86, 89, 91, 93, 94, 97]"
instance_0443.npz,27,6562,6562,8014,1,11.5304,"[2, 7, 9, 10, 11, 12, 13, 16, 17, 18, 20, 21, 26]"
instance_0444.npz,39,7464,7453,8737,1,19.1619,"[3, 5, 6, 8, 10, 11, 13, 17, 18, 19, 20, 21, 23, 25, 27, 30, 33, 34, 35, 36]"
instance_0445.npz,34,7231,7224,8324,1,16.3692,"[0, 1, 2, 4, 5, 12, 14, 18, 19, 21, 23, 25, 26, 27, 29, 30, 32, 33]"
instance_0446.npz,49,11329,11328,13053,1,37.6297,"[0, 1, 2, 3, 5, 6, 8, 9, 10, 12, 17, 18, 22, 28, 32, 34, 35, 37, 39, 43, 45, 48]"
instance_0447.npz,37,7600,7596,9153,1,19.9208,"[2, 7, 8, 12, 13, 15, 17, 22, 26, 27, 29, 32, 33, 34, 36]"
instance_0448.npz,45,12515,12513,14861,1,41.4806,"[1, 2, 6, 7, 9, 12, 15, 19, 21, 22, 26, 27, 28, 31, 36, 38, 39, 40, 42, 43]"
instance_0449.npz,79,22080,22067,25750,1,127.3441,"[0, 2, 4, 7, 8, 11, 12, 13, 15, 16, 21, 23, 25, 26, 30, 36, 38, 40, 42, 44, 45, 49, 50, 51, 54, 57, 59, 60, 61, 62, 64, 65, 66, 67, 68, 69, 70, 72, 73, 75, 77]"
instance_0450.npz,72,19290,19280,22316,1,96.7219,"[1, 2, 6, 8, 9, 10, 13, 14, 15, 17, 19, 20, 22, 23, 26, 27, 30, 39, 42, 43, 44, 46, 47, 48, 52, 54, 55, 56, 57, 58, 60, 63, 68, 69, 70, 71]"
instance_0451.npz,99,26649,26646,31200,1,194.7381,"[0, 2, 4, 8, 9, 10, 17, 21, 23, 24, 25, 26, 27, 29, 32, 33, 37, 38, 42, 43, 44, 45, 49, 50, 51, 53, 60, 62, 63, 64, 65, 67, 69, 70, 74, 75, 78, 82, 86, 88, 89, 93, 94, 95, 96, 97, 98]"
instance_0452.npz,74,20801,20796,24532,1,111.0576,"[0, 1, 2, 3, 7, 9, 13, 15, 16, 18, 19, 20, 22, 23, 24, 26, 27, 29, 32, 35, 36, 41, 43, 45, 47, 48, 49, 50, 51, 53, 54, 56, 58, 60, 61, 62, 65, 66, 69, 71, 72, 73]"
instance_0453.npz,86,24106,24105,28315,1,151.2627,"[4, 5, 6, 10, 11, 12, 13, 15, 16, 20, 21, 24, 27, 35, 36, 38, 40, 47, 50, 53, 55, 58, 59, 60, 62, 63, 64, 65, 66, 67, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 82, 83, 84]"
instance_0454.npz,11,2489,2457,2893,1,1.7131,"[2, 3, 6, 8, 9, 10]"
instance_0455.npz,23,4796,4775,5602,1,7.2338,"[5, 7, 8, 9, 12, 14, 15, 18, 19, 20, 21]"
instance_0456.npz,56,15133,15132,17027,1,62.7617,"[0, 1, 2, 4, 5, 6, 8, 10, 12, 13, 16, 19, 20, 22, 24, 25, 27, 28, 29, 30, 32, 33, 34, 35, 36, 38, 42, 43, 44, 45, 50, 53, 55]"
instance_0457.npz,51,15251,15251,17336,1,53.4944,"[0, 5, 7, 9, 10, 11, 12, 15, 16, 18, 19, 20, 21, 22, 23, 25, 26, 28, 32, 34, 36, 37, 38, 42, 43, 45, 47, 48, 49, 50]"
instance_0458.npz,62,17282,17281,20025,1,76.5874,"[3, 4, 5, 6, 8, 12, 13, 14, 15, 16, 17, 18, 19, 22, 24, 25, 26, 27, 28, 29, 32, 33, 35, 36, 38, 39, 43, 44, 46, 47, 48, 49, 51, 55, 58]"
instance_0459.npz,56,17063,17060,19096,1,77.0303,"[0, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 16, 18, 19, 21, 23, 27, 28, 29, 31, 32, 33, 35, 37, 38, 41, 42, 43, 44, 47, 49, 51, 53, 54]"
instance_0460.npz,83,27174,27173,31970,1,170.5495,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 13, 15, 17, 19, 21, 22, 25, 27, 28, 29, 31, 32, 34, 36, 40, 41, 44, 46, 47, 48, 49, 50, 52, 55, 56, 57, 58, 60, 61, 62, 64, 65, 67, 68, 70, 73, 74, 75, 76, 77, 80, 82]"
instance_0461.npz,78,23226,23226,26710,1,130.2887,"[0, 1, 4, 5, 6, 7, 10, 11, 12, 13, 14, 18, 21, 22, 24, 25, 28, 29, 31, 33, 34, 36, 37, 41, 42, 43, 46, 47, 50, 51, 53, 55, 56, 58, 61, 62, 67, 69, 70, 71, 74, 75, 76]"
instance_0462.npz,76,22810,22807,26757,1,122.7304,"[3, 5, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 20, 21, 22, 24, 26, 27, 28, 29, 30, 33, 35, 36, 37, 38, 40, 41, 42, 47, 49, 50, 51, 52, 53, 54, 55, 57, 58, 60, 62, 63, 66, 68, 69, 70, 73, 75]"
instance_0463.npz,59,18687,18685,21692,1,76.4552,"[0, 1, 2, 5, 6, 8, 11, 14, 17, 19, 20, 21, 22, 24, 25, 26, 28, 29, 30, 33, 34, 35, 36, 37, 39, 40, 42, 43, 46, 47, 49, 50, 53, 54, 55, 57, 58]"
instance_0464.npz,87,28212,28210,31968,1,176.8357,"[0, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 23, 25, 27, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 61, 64, 66, 68, 69, 71, 74, 75, 76, 78, 80, 82, 83, 84, 85, 86]"
instance_0465.npz,42,13316,13314,14808,1,41.752,"[1, 2, 3, 4, 7, 10, 11, 12, 13, 15, 17, 18, 20, 21, 24, 25, 26, 27, 29, 30, 31, 32, 35, 36, 37, 38, 39, 40, 41]"
instance_0466.npz,26,9057,9051,10683,1,17.1443,"[0, 2, 3, 4, 5, 7, 10, 12, 13, 15, 16, 17, 22, 25]"
