instance_file,n_items,capacity,total_weight,total_value,feasible,inference_time_ms,selected_items
instance_0206.npz,56,1927,1922,2441,1,7.4561,"[5, 8, 26, 50, 55]"
instance_0207.npz,36,1296,1296,1638,1,2.9241,"[3, 7, 9, 13, 19]"
instance_0208.npz,26,1047,1046,1267,1,1.4928,"[5, 15, 16, 24]"
instance_0209.npz,10,961,961,1237,1,0.3325,[8]
instance_0210.npz,53,2771,2767,3502,1,12.1376,"[7, 10, 21, 34, 37, 42, 44]"
instance_0211.npz,55,3364,3361,4119,1,15.0545,"[2, 9, 11, 25, 27, 37, 41, 48]"
instance_0212.npz,52,3329,3328,4264,1,14.3086,"[4, 16, 37, 43, 46]"
instance_0213.npz,27,1884,1874,2203,1,3.5616,"[2, 4, 6, 8, 12, 16, 20]"
instance_0214.npz,56,4292,4292,5419,1,21.1285,"[6, 8, 10, 25, 26, 32, 35, 41, 44, 50, 55]"
instance_0215.npz,99,7623,7622,9552,1,71.6747,"[3, 6, 17, 27, 34, 38, 52, 56, 63, 69, 84, 87, 88, 94]"
instance_0216.npz,77,5948,5948,7595,1,41.7968,"[4, 8, 11, 20, 28, 31, 34, 56, 58, 60]"
instance_0217.npz,95,9184,9184,11515,1,82.3705,"[0, 3, 8, 9, 11, 13, 16, 40, 57, 63, 66, 71, 73, 75, 77, 78, 87, 91]"
instance_0218.npz,62,5550,5549,6740,1,31.3762,"[0, 2, 8, 9, 16, 17, 25, 27, 33, 34, 50, 56, 61]"
instance_0219.npz,16,1838,1760,2171,1,2.1103,"[3, 8, 14]"
instance_0220.npz,83,8305,8304,10248,1,72.1588,"[5, 7, 12, 17, 25, 40, 46, 52, 53, 60, 62, 63, 67, 69, 72, 74]"
instance_0221.npz,34,3065,3063,3814,1,10.2765,"[0, 7, 13, 17, 24, 26, 27, 28, 31]"
instance_0222.npz,95,10249,10248,12601,1,101.2702,"[0, 3, 6, 8, 13, 21, 22, 24, 28, 29, 32, 35, 38, 45, 46, 59, 61, 69, 72, 74, 91]"
instance_0223.npz,46,5528,5519,6815,1,25.175,"[7, 9, 10, 12, 20, 27, 29, 37, 40, 43]"
instance_0224.npz,86,11403,11399,14259,1,98.273,"[3, 6, 13, 15, 16, 17, 23, 28, 34, 35, 50, 52, 64, 71, 72, 74, 76, 81]"
instance_0225.npz,55,7600,7588,9311,1,42.9672,"[0, 1, 15, 16, 17, 23, 26, 28, 31, 32, 33, 36]"
instance_0226.npz,89,11563,11557,14123,1,107.5223,"[2, 3, 6, 8, 14, 18, 19, 21, 24, 27, 31, 34, 35, 46, 53, 62, 64, 70, 71, 74, 75]"
instance_0227.npz,89,12430,12430,15157,1,109.7295,"[2, 3, 6, 7, 8, 12, 19, 25, 43, 57, 60, 66, 67, 69, 70, 71, 72, 76, 78, 80, 81, 82, 86]"
instance_0228.npz,44,7276,7276,9075,1,32.4447,"[8, 9, 10, 11, 14, 18, 24, 29, 33, 34, 36, 39, 40, 42]"
instance_0229.npz,71,10177,10176,12244,1,73.7251,"[2, 6, 9, 10, 16, 26, 29, 30, 35, 36, 43, 44, 45, 46, 47, 48, 53, 55, 56, 66, 68, 70]"
instance_0230.npz,24,3618,3597,4413,1,8.5478,"[0, 3, 6, 9, 14, 18, 20, 21]"
instance_0231.npz,77,12223,12222,15186,1,100.082,"[2, 3, 6, 7, 16, 17, 18, 19, 20, 26, 28, 31, 45, 46, 47, 52, 54, 58, 64, 66, 68, 72]"
instance_0232.npz,79,14713,14712,17810,1,122.4914,"[1, 4, 5, 7, 11, 13, 14, 15, 16, 21, 22, 25, 30, 37, 38, 41, 46, 48, 49, 50, 52, 54, 56, 57, 71, 75]"
instance_0233.npz,49,9118,9116,11089,1,44.0236,"[2, 3, 5, 7, 10, 11, 12, 13, 21, 22, 29, 37, 42, 44, 48]"
instance_0234.npz,19,3510,3500,4006,1,6.4888,"[5, 8, 9, 11, 13, 16, 18]"
instance_0235.npz,61,10796,10794,12702,1,72.6939,"[0, 1, 2, 4, 8, 12, 16, 18, 20, 22, 25, 27, 29, 30, 32, 35, 40, 47, 48, 53, 54, 55, 59]"
instance_0236.npz,38,6972,6948,8628,1,27.771,"[5, 6, 7, 10, 13, 16, 18, 22, 23, 28, 29, 31, 33]"
instance_0237.npz,17,3626,3613,4393,1,5.5114,"[2, 3, 4, 8, 12, 15]"
instance_0238.npz,37,6935,6913,8520,1,25.3413,"[0, 6, 9, 10, 12, 17, 19, 21, 23, 25, 26, 31, 33, 34]"
instance_0239.npz,22,4171,4162,5180,1,8.6753,"[1, 4, 5, 8, 9, 10, 14, 17, 18]"
instance_0240.npz,14,3300,3253,3736,1,4.0985,"[1, 2, 4, 8, 10, 12]"
instance_0241.npz,51,10378,10374,12408,1,55.8384,"[4, 5, 6, 7, 10, 14, 18, 20, 21, 26, 28, 32, 35, 37, 38, 40, 43, 44, 45, 46]"
instance_0242.npz,68,13665,13662,16334,1,95.1997,"[1, 3, 4, 7, 8, 10, 14, 20, 22, 23, 24, 25, 31, 32, 34, 43, 45, 46, 49, 52, 53, 54, 56, 57, 59, 63, 65]"
instance_0243.npz,42,10791,10786,13196,1,46.1448,"[2, 10, 13, 14, 16, 17, 21, 22, 24, 27, 28, 29, 30, 32, 34, 35, 36, 38]"
instance_0244.npz,76,16249,16247,19387,1,133.0665,"[0, 1, 4, 9, 12, 14, 16, 17, 18, 20, 21, 27, 28, 30, 31, 33, 34, 35, 38, 44, 51, 52, 54, 55, 57, 58, 59, 65, 71, 72, 75]"
instance_0245.npz,40,9077,9075,10715,1,38.6206,"[2, 4, 7, 8, 10, 11, 12, 14, 15, 16, 17, 19, 20, 23, 24, 25, 27, 28, 31, 35, 39]"
instance_0246.npz,73,17618,17618,21163,1,134.3345,"[5, 7, 12, 13, 14, 15, 16, 17, 19, 22, 23, 25, 27, 28, 30, 31, 32, 33, 36, 41, 42, 43, 45, 50, 52, 53, 54, 57, 60, 61, 62, 65, 69, 71]"
instance_0247.npz,27,7556,7552,8321,1,20.2169,"[0, 5, 6, 8, 12, 13, 15, 16, 17, 18, 19, 21, 22, 25]"
instance_0248.npz,70,16738,16735,19990,1,121.4237,"[0, 2, 3, 5, 7, 8, 10, 12, 16, 17, 18, 24, 25, 28, 29, 30, 31, 34, 35, 36, 40, 42, 47, 48, 49, 51, 53, 54, 59, 60, 63, 66]"
instance_0249.npz,59,17105,17105,20638,1,102.9995,"[0, 1, 5, 6, 7, 8, 10, 12, 13, 15, 17, 20, 24, 25, 32, 35, 37, 39, 40, 42, 43, 45, 48, 52, 55, 56, 58]"
instance_0250.npz,37,8772,8769,10542,1,33.4251,"[2, 3, 4, 6, 8, 9, 11, 17, 19, 21, 22, 25, 31, 32, 34, 35, 36]"
instance_0251.npz,17,4344,4325,5043,1,6.9475,"[0, 1, 2, 5, 6, 9, 10, 12, 16]"
instance_0252.npz,82,20851,20848,24153,1,183.5018,"[1, 2, 3, 7, 9, 14, 15, 18, 19, 20, 21, 22, 23, 25, 28, 31, 32, 34, 36, 38, 41, 47, 49, 50, 52, 55, 56, 57, 58, 59, 60, 62, 63, 65, 66, 68, 69, 70, 71, 72, 75, 76, 77, 80]"
instance_0253.npz,82,22085,22085,25563,1,159.4388,"[2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 15, 17, 18, 21, 22, 25, 27, 28, 29, 30, 31, 32, 34, 35, 37, 38, 40, 41, 43, 45, 46, 48, 51, 53, 54, 59, 61, 63, 64, 66, 70, 71, 73, 74, 79, 80]"
instance_0254.npz,85,24178,24176,28293,1,144.1625,"[0, 1, 2, 3, 6, 9, 10, 11, 13, 15, 16, 17, 18, 20, 22, 24, 26, 27, 28, 30, 33, 34, 38, 43, 44, 45, 47, 49, 51, 53, 55, 56, 58, 60, 62, 63, 64, 65, 66, 67, 71, 73, 74, 75, 78, 80, 81, 83, 84]"
instance_0255.npz,53,12552,12551,14190,1,45.1797,"[1, 2, 3, 5, 9, 10, 11, 13, 15, 16, 17, 18, 21, 24, 25, 28, 29, 30, 32, 35, 36, 39, 42, 43, 44, 45, 46, 48, 50, 51]"
instance_0256.npz,57,15334,15330,18156,1,59.1047,"[0, 1, 2, 4, 7, 8, 9, 12, 14, 15, 16, 17, 20, 22, 24, 26, 28, 29, 33, 34, 35, 38, 39, 43, 44, 45, 46, 47, 49, 51, 53, 54]"
instance_0257.npz,54,17006,17002,19951,1,64.6014,"[0, 5, 8, 9, 10, 12, 13, 14, 15, 17, 18, 19, 21, 23, 25, 26, 28, 29, 33, 34, 39, 41, 42, 43, 45, 46, 47, 50, 51, 52, 53]"
instance_0258.npz,70,20929,20925,24227,1,105.5211,"[0, 1, 4, 6, 7, 10, 11, 15, 16, 17, 18, 19, 20, 22, 23, 24, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 40, 42, 48, 54, 55, 59, 60, 63, 66, 67, 69]"
instance_0259.npz,61,18269,18268,20547,1,85.8583,"[0, 3, 5, 6, 9, 11, 12, 13, 14, 15, 16, 19, 24, 25, 27, 30, 31, 33, 34, 35, 39, 40, 44, 45, 46, 47, 49, 50, 52, 53, 55, 56, 57, 58, 60]"
instance_0260.npz,12,2777,2774,2931,1,2.1594,"[1, 2, 3, 6, 7, 8, 9, 11]"
instance_0261.npz,28,8131,8128,9543,1,15.3595,"[0, 1, 2, 5, 6, 8, 11, 12, 14, 15, 16, 19, 20, 22, 23, 24, 27]"
instance_0262.npz,79,26215,26214,29752,1,151.0145,"[0, 1, 2, 3, 4, 5, 6, 9, 10, 13, 14, 15, 17, 19, 22, 23, 24, 25, 26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37, 38, 39, 41, 42, 45, 46, 47, 50, 52, 53, 55, 57, 58, 59, 60, 62, 64, 66, 68, 73, 74, 76, 78]"
instance_0263.npz,69,23558,23555,26616,1,114.6275,"[0, 1, 2, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 25, 26, 28, 29, 30, 33, 34, 36, 38, 39, 41, 42, 43, 44, 47, 48, 50, 53, 54, 55, 59, 60, 61, 62, 63, 66]"
instance_0264.npz,37,12957,12957,13691,1,33.1079,"[0, 2, 3, 4, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 23, 24, 25, 26, 31, 35]"
instance_0265.npz,63,21000,21000,24185,1,99.4457,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 18, 22, 23, 24, 26, 28, 30, 31, 32, 33, 36, 38, 39, 40, 41, 46, 47, 48, 49, 50, 51, 52, 54, 56, 58, 59]"
instance_0266.npz,26,9155,9151,10466,1,16.559,"[0, 1, 3, 4, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 19, 20]"
instance_0267.npz,52,18397,18397,20557,1,74.6647,"[0, 2, 4, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 19, 21, 24, 25, 26, 27, 29, 31, 32, 33, 34, 35, 36, 40, 41, 44, 45, 46, 48, 50, 51]"
instance_0268.npz,39,10596,10592,12328,1,27.4772,"[0, 2, 3, 5, 6, 9, 13, 14, 17, 21, 23, 24, 25, 26, 27, 28, 29, 33, 34, 35, 36, 37, 38]"
instance_0269.npz,26,9188,9173,10363,1,16.1921,"[0, 1, 2, 3, 4, 5, 6, 7, 10, 12, 14, 16, 17, 18, 20, 21, 24, 25]"
instance_0270.npz,100,36578,36577,41325,1,269.9267,"[0, 2, 3, 4, 5, 7, 8, 10, 12, 13, 16, 19, 20, 21, 22, 23, 24, 26, 27, 28, 30, 31, 33, 35, 36, 38, 40, 41, 42, 44, 45, 46, 47, 48, 49, 50, 51, 53, 54, 55, 56, 57, 59, 60, 64, 65, 67, 68, 69, 70, 71, 72, 73, 75, 76, 77, 78, 79, 83, 85, 86, 87, 88, 91, 93, 95, 97, 99]"
instance_0271.npz,38,12943,12943,14827,1,33.8411,"[0, 1, 2, 3, 4, 7, 8, 9, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 25, 28, 30, 31, 32, 33, 34, 36]"
instance_0272.npz,76,28706,28705,31320,1,188.3974,"[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 27, 29, 30, 31, 33, 34, 35, 36, 37, 39, 41, 42, 45, 46, 47, 48, 49, 50, 51, 53, 55, 56, 58, 60, 61, 62, 63, 64, 65, 67, 74, 75]"
instance_0273.npz,64,24230,24230,26869,1,136.0836,"[0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 13, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 29, 30, 31, 32, 34, 35, 36, 38, 39, 40, 43, 44, 45, 46, 50, 51, 53, 54, 55, 56, 57, 59, 60, 61, 63]"
instance_0274.npz,94,36091,36091,40030,1,290.3136,"[2, 3, 4, 5, 7, 10, 13, 14, 15, 16, 17, 18, 19, 21, 24, 25, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 45, 46, 47, 49, 50, 51, 52, 53, 54, 56, 58, 59, 61, 62, 63, 64, 67, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 85, 86, 87, 88, 90, 92, 93]"
instance_0275.npz,17,7256,7254,7809,1,7.9282,"[0, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16]"
instance_0276.npz,40,12849,12845,13861,1,51.3107,"[1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 26, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]"
instance_0277.npz,52,18838,18837,20980,1,112.1006,"[1, 2, 3, 4, 5, 6, 9, 10, 11, 12, 13, 15, 16, 18, 19, 20, 21, 23, 26, 27, 28, 29, 30, 33, 34, 35, 36, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51]"
instance_0278.npz,18,5695,5690,6417,1,10.6246,"[1, 3, 4, 5, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17]"
instance_0279.npz,55,21315,21315,23036,1,132.2746,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 24, 25, 26, 27, 28, 29, 30, 32, 33, 34, 35, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 52, 53, 54]"
instance_0280.npz,63,24660,24646,26888,1,185.5324,"[0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 28, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 48, 49, 50, 53, 54, 55, 58, 59, 60, 61]"
instance_0281.npz,18,8542,8527,9578,1,16.8351,"[0, 1, 2, 3, 4, 5, 7, 9, 10, 11, 12, 14, 15, 16, 17]"
instance_0282.npz,93,35279,35275,38569,1,378.9845,"[0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 31, 32, 34, 36, 38, 39, 40, 41, 43, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 73, 75, 76, 77, 78, 79, 80, 81, 83, 84, 85, 86, 87, 88, 89, 90, 92]"
instance_0283.npz,20,9065,9057,9229,1,20.1905,"[0, 1, 3, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15, 16, 17, 19]"
instance_0284.npz,61,26564,26562,28277,1,187.0719,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 51, 53, 54, 55, 56, 57, 58, 59, 60]"
instance_0285.npz,53,23931,23931,25141,1,143.354,"[0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 14, 16, 17, 18, 19, 22, 23, 24, 25, 26, 28, 30, 32, 33, 34, 35, 36, 37, 38, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51]"
instance_0286.npz,26,13893,13887,14866,1,38.8846,"[0, 1, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 24]"
instance_0287.npz,77,33521,33516,35960,1,362.3557,"[0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 45, 46, 47, 48, 49, 50, 51, 52, 55, 56, 57, 58, 59, 60, 61, 63, 64, 65, 66, 67, 68, 69, 70, 71, 73, 74, 75, 76]"
instance_0288.npz,70,27137,27130,28285,1,322.8154,"[0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 40, 41, 43, 44, 45, 46, 47, 48, 49, 51, 52, 54, 55, 56, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69]"
instance_0289.npz,74,32739,32738,35870,1,337.8266,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 41, 42, 44, 45, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 71]"
instance_0290.npz,94,45990,45990,48115,1,596.7898,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 25, 26, 27, 28, 29, 32, 33, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 84, 86, 87, 89, 91, 92, 93]"
instance_0291.npz,14,4895,4822,4957,1,8.3708,"[0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]"
instance_0292.npz,24,10248,10240,10209,1,27.3436,"[0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 15, 16, 17, 18, 20, 21, 22, 23]"
instance_0293.npz,41,21715,21710,22261,1,110.1105,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 16, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 30, 32, 33, 34, 35, 36, 37, 38, 39, 40]"
instance_0294.npz,61,29609,29609,31114,1,224.3534,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 39, 40, 41, 42, 43, 44, 45, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 60]"
instance_0295.npz,25,13379,13369,14756,1,35.9506,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24]"
instance_0296.npz,11,4489,4480,4489,1,4.8928,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
instance_0297.npz,91,43133,43129,46498,1,462.8173,"[0, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90]"
instance_0298.npz,49,21790,21790,23167,1,120.7604,"[0, 1, 2, 3, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
instance_0299.npz,97,46846,46838,49856,1,536.7358,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 59, 60, 61, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96]"
instance_0300.npz,10,996,996,1148,1,0.5121,[3]
instance_0301.npz,13,988,972,1223,1,0.6774,"[3, 5]"
instance_0302.npz,44,975,975,1207,1,2.0169,"[10, 14, 17]"
instance_0303.npz,17,928,923,1115,1,0.7065,"[0, 1]"
instance_0304.npz,82,1996,1996,2545,1,12.2262,"[10, 16, 34, 48, 70, 76]"
instance_0305.npz,64,1973,1961,2522,1,8.6245,"[17, 23, 59]"
instance_0306.npz,67,2522,2520,3188,1,12.1831,"[5, 8, 22, 38, 47]"
instance_0307.npz,33,1462,1452,1849,1,2.8818,"[1, 15, 20]"
instance_0308.npz,90,3986,3984,5106,1,29.7972,"[20, 29, 43, 58, 66, 80, 88]"
instance_0309.npz,12,971,962,1125,1,0.7335,"[1, 2, 5]"
instance_0310.npz,50,2947,2937,3729,1,11.4432,"[3, 12, 36, 40, 43, 47]"
instance_0311.npz,55,2510,2509,3074,1,11.2038,"[0, 6, 15, 16, 18, 25, 38, 40, 43, 46]"
instance_0312.npz,99,6238,6236,7998,1,55.3016,"[1, 2, 8, 9, 11, 21, 58, 61, 65, 70, 80, 83, 90, 91]"
instance_0313.npz,47,3475,3471,4360,1,13.1285,"[6, 18, 28, 35, 39]"
instance_0314.npz,80,6633,6631,8351,1,47.594,"[12, 14, 32, 33, 49, 51, 54, 57, 60, 74, 76, 77, 79]"
instance_0315.npz,16,1426,1425,1629,1,1.4112,"[4, 5, 15]"
instance_0316.npz,51,4006,4004,5006,1,18.9156,"[4, 8, 15, 29, 31, 32, 35, 40, 46]"
instance_0317.npz,38,3861,3858,4683,1,12.5421,"[9, 12, 22, 25, 26, 28, 30, 35]"
instance_0318.npz,36,3420,3414,4102,1,10.4498,"[0, 10, 17, 18, 20, 21, 22, 27, 31]"
instance_0319.npz,61,6232,6231,7766,1,34.4714,"[8, 16, 22, 24, 25, 27, 31, 35, 48, 50, 53, 55, 57, 59]"
instance_0320.npz,27,3206,3205,4023,1,6.7821,"[2, 3, 8, 10, 13, 17, 25]"
instance_0321.npz,29,3060,3056,3772,1,7.236,"[0, 7, 8, 10, 16]"
instance_0322.npz,11,1177,1168,1459,1,0.811,"[1, 3]"
instance_0323.npz,21,2180,2160,2632,1,3.7327,"[0, 5, 9, 10, 13, 15, 16, 18, 19]"
instance_0324.npz,52,6296,6295,7737,1,30.6731,"[11, 12, 17, 21, 23, 25, 27, 28, 30, 32, 35, 39, 42, 43, 50, 51]"
instance_0325.npz,79,10862,10860,13468,1,83.2727,"[2, 9, 11, 12, 17, 23, 25, 28, 39, 40, 42, 43, 44, 46, 51, 55, 60, 62, 64, 69, 76]"
instance_0326.npz,64,8973,8968,11088,1,58.4104,"[1, 11, 12, 13, 14, 19, 26, 32, 33, 36, 39, 45, 51, 55, 56, 57, 63]"
instance_0327.npz,31,4604,4603,5693,1,12.9417,"[1, 2, 6, 8, 10, 11, 12, 13, 18, 26]"
instance_0328.npz,74,11031,11027,13380,1,90.1632,"[2, 4, 5, 6, 10, 14, 20, 21, 23, 24, 27, 33, 36, 37, 41, 43, 44, 47, 48, 55]"
instance_0329.npz,58,7615,7615,9319,1,52.743,"[5, 8, 9, 11, 19, 24, 25, 29, 35, 40, 42, 43, 48, 51, 57]"
instance_0330.npz,19,2789,2774,3320,1,5.1956,"[1, 3, 8, 10, 12, 13]"
instance_0331.npz,89,14101,14101,17141,1,137.0925,"[0, 2, 5, 6, 8, 9, 20, 21, 26, 34, 37, 38, 43, 47, 49, 59, 64, 66, 67, 68, 71, 72, 73, 74, 75, 76, 80, 83]"
instance_0332.npz,53,9075,9074,11038,1,46.0271,"[0, 1, 5, 6, 8, 10, 12, 20, 26, 29, 36, 42, 44, 45, 48, 51]"
instance_0333.npz,41,6416,6414,7837,1,23.7716,"[0, 2, 4, 6, 8, 11, 15, 16, 18, 27, 32, 35, 38]"
instance_0334.npz,57,10422,10405,12167,1,58.1278,"[3, 4, 6, 7, 8, 10, 11, 12, 22, 25, 35, 39, 41, 43, 45, 48, 49, 50, 52, 54]"
instance_0335.npz,51,8524,8522,10100,1,42.8038,"[2, 3, 6, 8, 12, 19, 20, 21, 24, 25, 26, 27, 29, 30, 31, 35, 40, 41, 47, 48, 50]"
instance_0336.npz,32,6791,6786,8433,1,19.1153,"[2, 3, 6, 7, 9, 13, 14, 21, 23, 24, 26]"
instance_0337.npz,60,11355,11352,13425,1,67.6796,"[0, 5, 6, 10, 12, 20, 22, 26, 27, 28, 31, 32, 34, 35, 37, 40, 41, 46, 49, 57, 58]"
instance_0338.npz,43,7744,7744,9438,1,31.3765,"[0, 1, 2, 5, 6, 7, 13, 14, 19, 20, 22, 24, 27, 29, 35, 37, 40]"
instance_0339.npz,63,12303,12303,14662,1,77.3104,"[0, 2, 4, 10, 11, 12, 13, 14, 17, 19, 21, 22, 24, 34, 36, 39, 42, 45, 47, 52, 53, 55, 59, 61]"
instance_0340.npz,76,16360,16353,20129,1,124.4997,"[1, 4, 5, 7, 10, 12, 14, 17, 18, 19, 28, 29, 31, 32, 35, 38, 39, 43, 45, 47, 49, 50, 53, 54, 57, 62, 63, 68, 75]"
instance_0341.npz,21,5262,5260,5804,1,10.2586,"[2, 4, 7, 8, 11, 13, 15, 17, 18, 19]"
instance_0342.npz,91,19648,19646,23188,1,184.6258,"[1, 2, 5, 6, 7, 8, 10, 11, 12, 13, 14, 16, 19, 21, 25, 27, 28, 32, 33, 36, 40, 42, 45, 49, 50, 58, 59, 60, 61, 63, 65, 68, 71, 77, 78, 80, 81, 83, 86, 87, 88]"
instance_0343.npz,66,12881,12878,15301,1,88.9819,"[1, 11, 12, 14, 15, 17, 19, 22, 23, 25, 27, 28, 29, 31, 33, 34, 40, 41, 42, 44, 45, 46, 48, 52, 54, 55, 59, 60]"
instance_0344.npz,31,7735,7718,9256,1,24.024,"[0, 1, 3, 4, 7, 12, 16, 22, 23, 25, 26, 27, 28]"
instance_0345.npz,89,18222,18222,21297,1,173.4908,"[1, 2, 5, 7, 8, 11, 12, 14, 16, 17, 20, 21, 24, 27, 28, 29, 32, 34, 37, 39, 44, 45, 46, 54, 58, 59, 61, 62, 65, 68, 70, 71, 72, 73, 74, 76, 79, 80, 82, 84, 88]"
instance_0346.npz,75,18401,18401,22049,1,133.2961,"[0, 1, 3, 6, 9, 10, 11, 16, 18, 24, 25, 26, 28, 29, 31, 32, 33, 34, 41, 43, 44, 47, 50, 53, 55, 61, 62, 64, 66, 68, 69, 71, 72]"
